OrderID,OrderDate,PropertyID,ProductID,ProductCategory,ProductName,Quantity,ProductPriceGBP,OrderTotalGBP
3658,2016-06-08 00:00:00.000,8,58,Furnishings,Mirror,1,85,85
3686,2016-06-12 00:00:00.000,4,58,Furnishings,Mirror,3,85,255
3782,2016-06-24 00:00:00.000,7,58,Furnishings,Mirror,3,85,255
3810,2016-06-29 00:00:00.000,5,58,Furnishings,Mirror,2,85,170
3878,2016-07-09 00:00:00.000,8,58,Furnishings,Mirror,1,85,85
3909,2016-07-16 00:00:00.000,2,58,Furnishings,Mirror,3,85,255
3964,2016-07-22 00:00:00.000,10,58,Furnishings,Mirror,3,85,255
3965,2016-07-22 00:00:00.000,5,58,Furnishings,Mirror,1,85,85
3982,2016-07-25 00:00:00.000,2,58,Furnishings,Mirror,2,85,170
4077,2016-08-08 00:00:00.000,9,58,Furnishings,Mirror,1,85,85
4135,2016-08-17 00:00:00.000,8,58,Furnishings,Mirror,2,85,170
4149,2016-08-19 00:00:00.000,6,58,Furnishings,Mirror,2,85,170
4189,2016-08-24 00:00:00.000,6,58,Furnishings,Mirror,1,85,85
4249,2016-09-01 00:00:00.000,7,58,Furnishings,Mirror,3,85,255
4530,2016-10-17 00:00:00.000,7,58,Furnishings,Mirror,1,85,85
4575,2016-10-24 00:00:00.000,7,58,Furnishings,Mirror,1,85,85
4774,2016-11-23 00:00:00.000,8,58,Furnishings,Mirror,3,85,255
4893,2016-12-12 00:00:00.000,9,58,Furnishings,Mirror,3,85,255
1,2015-01-01 00:00:00.000,7,41,Furnishings,Office Chair,1,85,85
53,2015-01-09 00:00:00.000,8,51,Furnishings,Painting,3,85,255
57,2015-01-10 00:00:00.000,9,41,Furnishings,Office Chair,2,85,170
128,2015-01-21 00:00:00.000,1,41,Furnishings,Office Chair,2,85,170
163,2015-01-25 00:00:00.000,7,41,Furnishings,Office Chair,2,85,170
184,2015-01-28 00:00:00.000,5,51,Furnishings,Painting,2,85,170
279,2015-02-14 00:00:00.000,6,51,Furnishings,Painting,3,85,255
295,2015-02-16 00:00:00.000,8,51,Furnishings,Painting,2,85,170
378,2015-02-27 00:00:00.000,5,41,Furnishings,Office Chair,3,85,255
408,2015-03-02 00:00:00.000,3,51,Furnishings,Painting,3,85,255
453,2015-03-09 00:00:00.000,7,41,Furnishings,Office Chair,3,85,255
528,2015-03-21 00:00:00.000,4,41,Furnishings,Office Chair,2,85,170
551,2015-03-25 00:00:00.000,4,41,Furnishings,Office Chair,1,85,85
610,2015-04-03 00:00:00.000,7,51,Furnishings,Painting,2,85,170
619,2015-04-04 00:00:00.000,9,51,Furnishings,Painting,2,85,170
650,2015-04-09 00:00:00.000,5,41,Furnishings,Office Chair,3,85,255
730,2015-04-20 00:00:00.000,5,51,Furnishings,Painting,3,85,255
798,2015-05-01 00:00:00.000,7,41,Furnishings,Office Chair,3,85,255
851,2015-05-08 00:00:00.000,3,41,Furnishings,Office Chair,2,85,170
934,2015-05-21 00:00:00.000,6,51,Furnishings,Painting,1,85,85
953,2015-05-24 00:00:00.000,8,51,Furnishings,Painting,1,85,85
989,2015-05-29 00:00:00.000,9,51,Furnishings,Painting,3,85,255
1073,2015-06-09 00:00:00.000,1,41,Furnishings,Office Chair,1,85,85
1119,2015-06-17 00:00:00.000,8,51,Furnishings,Painting,2,85,170
1200,2015-06-28 00:00:00.000,6,51,Furnishings,Painting,3,85,255
1209,2015-06-29 00:00:00.000,5,51,Furnishings,Painting,1,85,85
1214,2015-06-30 00:00:00.000,7,51,Furnishings,Painting,2,85,170
1224,2015-07-01 00:00:00.000,9,41,Furnishings,Office Chair,1,85,85
1261,2015-07-08 00:00:00.000,5,51,Furnishings,Painting,2,85,170
1378,2015-07-23 00:00:00.000,4,41,Furnishings,Office Chair,3,85,255
1420,2015-07-29 00:00:00.000,3,51,Furnishings,Painting,2,85,170
1430,2015-07-31 00:00:00.000,1,51,Furnishings,Painting,3,85,255
1464,2015-08-06 00:00:00.000,7,41,Furnishings,Office Chair,3,85,255
1537,2015-08-15 00:00:00.000,2,41,Furnishings,Office Chair,2,85,170
1550,2015-08-16 00:00:00.000,6,41,Furnishings,Office Chair,1,85,85
1589,2015-08-21 00:00:00.000,3,51,Furnishings,Painting,1,85,85
1598,2015-08-22 00:00:00.000,7,41,Furnishings,Office Chair,3,85,255
1771,2015-09-18 00:00:00.000,5,41,Furnishings,Office Chair,3,85,255
1792,2015-09-21 00:00:00.000,8,51,Furnishings,Painting,2,85,170
1808,2015-09-23 00:00:00.000,2,41,Furnishings,Office Chair,2,85,170
1907,2015-10-08 00:00:00.000,10,41,Furnishings,Office Chair,3,85,255
1925,2015-10-10 00:00:00.000,8,51,Furnishings,Painting,2,85,170
1956,2015-10-13 00:00:00.000,7,41,Furnishings,Office Chair,2,85,170
1976,2015-10-16 00:00:00.000,10,51,Furnishings,Painting,3,85,255
1992,2015-10-18 00:00:00.000,10,41,Furnishings,Office Chair,2,85,170
2016,2015-10-23 00:00:00.000,9,51,Furnishings,Painting,3,85,255
2128,2015-11-09 00:00:00.000,5,41,Furnishings,Office Chair,2,85,170
2133,2015-11-10 00:00:00.000,5,51,Furnishings,Painting,2,85,170
2309,2015-12-03 00:00:00.000,5,41,Furnishings,Office Chair,1,85,85
2314,2015-12-04 00:00:00.000,9,51,Furnishings,Painting,2,85,170
2325,2015-12-05 00:00:00.000,8,41,Furnishings,Office Chair,2,85,170
2402,2015-12-18 00:00:00.000,2,41,Furnishings,Office Chair,3,85,255
2430,2015-12-22 00:00:00.000,3,51,Furnishings,Painting,3,85,255
2478,2015-12-29 00:00:00.000,4,51,Furnishings,Painting,2,85,170
2522,2016-01-05 00:00:00.000,6,51,Furnishings,Painting,1,85,85
2558,2016-01-11 00:00:00.000,3,51,Furnishings,Painting,1,85,85
2664,2016-01-23 00:00:00.000,3,41,Furnishings,Office Chair,3,85,255
2670,2016-01-24 00:00:00.000,5,51,Furnishings,Painting,2,85,170
2693,2016-01-28 00:00:00.000,4,41,Furnishings,Office Chair,3,85,255
2727,2016-02-01 00:00:00.000,4,41,Furnishings,Office Chair,3,85,255
2865,2016-02-24 00:00:00.000,7,51,Furnishings,Painting,1,85,85
2983,2016-03-10 00:00:00.000,5,41,Furnishings,Office Chair,1,85,85
3036,2016-03-16 00:00:00.000,9,51,Furnishings,Painting,3,85,255
3074,2016-03-21 00:00:00.000,7,41,Furnishings,Office Chair,3,85,255
3151,2016-04-03 00:00:00.000,3,41,Furnishings,Office Chair,2,85,170
3235,2016-04-13 00:00:00.000,9,41,Furnishings,Office Chair,1,85,85
3244,2016-04-15 00:00:00.000,3,41,Furnishings,Office Chair,3,85,255
3345,2016-04-27 00:00:00.000,8,51,Furnishings,Painting,2,85,170
3464,2016-05-14 00:00:00.000,3,51,Furnishings,Painting,3,85,255
3492,2016-05-17 00:00:00.000,3,41,Furnishings,Office Chair,3,85,255
3540,2016-05-23 00:00:00.000,3,51,Furnishings,Painting,3,85,255
3593,2016-05-31 00:00:00.000,5,51,Furnishings,Painting,2,85,170
3693,2016-06-12 00:00:00.000,1,41,Furnishings,Office Chair,2,85,170
3722,2016-06-18 00:00:00.000,4,41,Furnishings,Office Chair,1,85,85
3728,2016-06-18 00:00:00.000,3,41,Furnishings,Office Chair,1,85,85
3730,2016-06-19 00:00:00.000,10,41,Furnishings,Office Chair,2,85,170
3746,2016-06-21 00:00:00.000,9,51,Furnishings,Painting,1,85,85
3795,2016-06-26 00:00:00.000,3,41,Furnishings,Office Chair,2,85,170
3851,2016-07-05 00:00:00.000,8,51,Furnishings,Painting,2,85,170
3913,2016-07-16 00:00:00.000,4,51,Furnishings,Painting,1,85,85
3915,2016-07-16 00:00:00.000,5,51,Furnishings,Painting,1,85,85
4073,2016-08-08 00:00:00.000,8,51,Furnishings,Painting,2,85,170
4117,2016-08-15 00:00:00.000,2,41,Furnishings,Office Chair,3,85,255
4155,2016-08-20 00:00:00.000,7,41,Furnishings,Office Chair,2,85,170
4166,2016-08-21 00:00:00.000,5,51,Furnishings,Painting,1,85,85
4214,2016-08-26 00:00:00.000,8,51,Furnishings,Painting,1,85,85
4247,2016-09-01 00:00:00.000,9,51,Furnishings,Painting,1,85,85
4283,2016-09-07 00:00:00.000,2,41,Furnishings,Office Chair,3,85,255
4323,2016-09-13 00:00:00.000,5,51,Furnishings,Painting,2,85,170
4435,2016-10-01 00:00:00.000,10,51,Furnishings,Painting,3,85,255
4512,2016-10-15 00:00:00.000,5,41,Furnishings,Office Chair,2,85,170
4574,2016-10-24 00:00:00.000,6,41,Furnishings,Office Chair,2,85,170
4593,2016-10-27 00:00:00.000,9,41,Furnishings,Office Chair,3,85,255
4620,2016-10-30 00:00:00.000,1,51,Furnishings,Painting,3,85,255
4630,2016-10-31 00:00:00.000,3,41,Furnishings,Office Chair,3,85,255
4659,2016-11-04 00:00:00.000,2,41,Furnishings,Office Chair,1,85,85
4690,2016-11-10 00:00:00.000,6,41,Furnishings,Office Chair,1,85,85
4791,2016-11-26 00:00:00.000,3,41,Furnishings,Office Chair,3,85,255
4828,2016-12-02 00:00:00.000,7,51,Furnishings,Painting,3,85,255
4957,2016-12-23 00:00:00.000,10,51,Furnishings,Painting,1,85,85
25,2015-01-04 00:00:00.000,2,52,Furnishings,Ironing Board,1,18,18
32,2015-01-06 00:00:00.000,10,44,Furnishings,Floor Lamp,1,55,55
58,2015-01-10 00:00:00.000,9,42,Furnishings,Reading Chair,1,70,70
72,2015-01-12 00:00:00.000,10,36,Furnishings,Armoire,1,115,115
76,2015-01-12 00:00:00.000,2,44,Furnishings,Floor Lamp,1,55,55
83,2015-01-14 00:00:00.000,10,53,Furnishings,Iron,1,20,20
129,2015-01-22 00:00:00.000,2,39,Furnishings,Alarm Clock,1,45,45
135,2015-01-22 00:00:00.000,4,38,Furnishings,Bed (Double),1,250,250
168,2015-01-26 00:00:00.000,3,42,Furnishings,Reading Chair,1,70,70
174,2015-01-27 00:00:00.000,9,38,Furnishings,Bed (Double),1,250,250
186,2015-01-28 00:00:00.000,6,35,Furnishings,Tissue Box,1,25,25
195,2015-01-30 00:00:00.000,8,36,Furnishings,Armoire,1,115,115
198,2015-01-30 00:00:00.000,3,52,Furnishings,Ironing Board,1,18,18
207,2015-02-02 00:00:00.000,7,53,Furnishings,Iron,1,20,20
215,2015-02-03 00:00:00.000,5,39,Furnishings,Alarm Clock,1,45,45
227,2015-02-06 00:00:00.000,7,46,Furnishings,Safe,1,115,115
231,2015-02-08 00:00:00.000,3,36,Furnishings,Armoire,1,115,115
244,2015-02-10 00:00:00.000,6,40,Furnishings,Coffee Maker,1,119,119
247,2015-02-10 00:00:00.000,6,39,Furnishings,Alarm Clock,1,45,45
256,2015-02-11 00:00:00.000,9,42,Furnishings,Reading Chair,1,70,70
267,2015-02-12 00:00:00.000,10,55,Furnishings,Television,1,200,200
274,2015-02-13 00:00:00.000,5,49,Furnishings,Large Vase,1,27,27
281,2015-02-14 00:00:00.000,4,44,Furnishings,Floor Lamp,1,55,55
301,2015-02-16 00:00:00.000,10,33,Furnishings,Towel Rack,1,10,10
314,2015-02-18 00:00:00.000,5,38,Furnishings,Bed (Double),1,250,250
316,2015-02-19 00:00:00.000,9,34,Furnishings,Shower Curtain,1,5,5
320,2015-02-19 00:00:00.000,3,43,Furnishings,Table Lamp,1,38,38
327,2015-02-20 00:00:00.000,1,34,Furnishings,Shower Curtain,1,5,5
332,2015-02-20 00:00:00.000,5,55,Furnishings,Television,1,200,200
345,2015-02-22 00:00:00.000,10,42,Furnishings,Reading Chair,1,70,70
353,2015-02-23 00:00:00.000,5,39,Furnishings,Alarm Clock,1,45,45
354,2015-02-23 00:00:00.000,6,34,Furnishings,Shower Curtain,1,5,5
358,2015-02-24 00:00:00.000,3,42,Furnishings,Reading Chair,1,70,70
359,2015-02-24 00:00:00.000,9,46,Furnishings,Safe,1,115,115
383,2015-02-27 00:00:00.000,10,47,Furnishings,Swivel Chair,1,75,75
397,2015-03-01 00:00:00.000,8,55,Furnishings,Television,1,200,200
404,2015-03-02 00:00:00.000,9,35,Furnishings,Tissue Box,1,25,25
409,2015-03-02 00:00:00.000,3,56,Furnishings,Telephone,1,38,38
425,2015-03-04 00:00:00.000,4,45,Furnishings,Computer Desk,1,102,102
432,2015-03-06 00:00:00.000,9,36,Furnishings,Armoire,1,115,115
450,2015-03-08 00:00:00.000,4,53,Furnishings,Iron,1,20,20
461,2015-03-11 00:00:00.000,8,53,Furnishings,Iron,1,20,20
483,2015-03-14 00:00:00.000,3,42,Furnishings,Reading Chair,1,70,70
491,2015-03-15 00:00:00.000,10,34,Furnishings,Shower Curtain,1,5,5
496,2015-03-16 00:00:00.000,10,38,Furnishings,Bed (Double),1,250,250
497,2015-03-16 00:00:00.000,3,44,Furnishings,Floor Lamp,1,55,55
504,2015-03-18 00:00:00.000,7,53,Furnishings,Iron,1,20,20
506,2015-03-19 00:00:00.000,2,46,Furnishings,Safe,1,115,115
511,2015-03-19 00:00:00.000,9,48,Furnishings,Side Table,1,40,40
513,2015-03-19 00:00:00.000,7,45,Furnishings,Computer Desk,1,102,102
520,2015-03-20 00:00:00.000,6,36,Furnishings,Armoire,1,115,115
547,2015-03-24 00:00:00.000,10,39,Furnishings,Alarm Clock,1,45,45
554,2015-03-25 00:00:00.000,3,43,Furnishings,Table Lamp,1,38,38
564,2015-03-26 00:00:00.000,8,40,Furnishings,Coffee Maker,1,119,119
572,2015-03-28 00:00:00.000,5,44,Furnishings,Floor Lamp,1,55,55
578,2015-03-29 00:00:00.000,3,52,Furnishings,Ironing Board,1,18,18
581,2015-03-29 00:00:00.000,8,52,Furnishings,Ironing Board,1,18,18
602,2015-04-01 00:00:00.000,8,43,Furnishings,Table Lamp,1,38,38
608,2015-04-02 00:00:00.000,6,47,Furnishings,Swivel Chair,1,75,75
617,2015-04-03 00:00:00.000,10,43,Furnishings,Table Lamp,1,38,38
624,2015-04-05 00:00:00.000,8,55,Furnishings,Television,1,200,200
626,2015-04-05 00:00:00.000,5,38,Furnishings,Bed (Double),1,250,250
669,2015-04-11 00:00:00.000,5,34,Furnishings,Shower Curtain,1,5,5
684,2015-04-14 00:00:00.000,3,45,Furnishings,Computer Desk,1,102,102
701,2015-04-16 00:00:00.000,9,49,Furnishings,Large Vase,1,27,27
721,2015-04-19 00:00:00.000,7,45,Furnishings,Computer Desk,1,102,102
735,2015-04-21 00:00:00.000,1,48,Furnishings,Side Table,1,40,40
763,2015-04-26 00:00:00.000,1,52,Furnishings,Ironing Board,1,18,18
770,2015-04-27 00:00:00.000,10,48,Furnishings,Side Table,1,40,40
785,2015-04-29 00:00:00.000,4,46,Furnishings,Safe,1,115,115
796,2015-04-30 00:00:00.000,6,47,Furnishings,Swivel Chair,1,75,75
804,2015-05-02 00:00:00.000,2,37,Furnishings,Bed (King),1,300,300
822,2015-05-04 00:00:00.000,4,33,Furnishings,Towel Rack,1,10,10
827,2015-05-05 00:00:00.000,9,56,Furnishings,Telephone,1,38,38
833,2015-05-06 00:00:00.000,2,55,Furnishings,Television,1,200,200
841,2015-05-07 00:00:00.000,7,50,Furnishings,Small Vase,1,33,33
861,2015-05-10 00:00:00.000,8,43,Furnishings,Table Lamp,1,38,38
871,2015-05-11 00:00:00.000,10,57,Furnishings,Wireless Router,1,70,70
890,2015-05-14 00:00:00.000,6,37,Furnishings,Bed (King),1,300,300
892,2015-05-14 00:00:00.000,8,48,Furnishings,Side Table,1,40,40
908,2015-05-17 00:00:00.000,5,33,Furnishings,Towel Rack,1,10,10
928,2015-05-20 00:00:00.000,3,33,Furnishings,Towel Rack,1,10,10
930,2015-05-20 00:00:00.000,1,46,Furnishings,Safe,1,115,115
940,2015-05-22 00:00:00.000,10,52,Furnishings,Ironing Board,1,18,18
941,2015-05-22 00:00:00.000,5,56,Furnishings,Telephone,1,38,38
955,2015-05-24 00:00:00.000,8,55,Furnishings,Television,1,200,200
957,2015-05-25 00:00:00.000,4,40,Furnishings,Coffee Maker,1,119,119
972,2015-05-26 00:00:00.000,4,47,Furnishings,Swivel Chair,1,75,75
978,2015-05-27 00:00:00.000,2,53,Furnishings,Iron,1,20,20
982,2015-05-28 00:00:00.000,6,45,Furnishings,Computer Desk,1,102,102
1001,2015-05-30 00:00:00.000,5,37,Furnishings,Bed (King),1,300,300
1005,2015-05-30 00:00:00.000,6,52,Furnishings,Ironing Board,1,18,18
1006,2015-05-31 00:00:00.000,6,54,Furnishings,Chest of Drawers,1,150,150
1008,2015-05-31 00:00:00.000,10,38,Furnishings,Bed (Double),1,250,250
1009,2015-05-31 00:00:00.000,7,45,Furnishings,Computer Desk,1,102,102
1013,2015-06-01 00:00:00.000,4,39,Furnishings,Alarm Clock,1,45,45
1052,2015-06-05 00:00:00.000,6,57,Furnishings,Wireless Router,1,70,70
1062,2015-06-07 00:00:00.000,1,55,Furnishings,Television,1,200,200
1069,2015-06-09 00:00:00.000,9,54,Furnishings,Chest of Drawers,1,150,150
1079,2015-06-10 00:00:00.000,9,38,Furnishings,Bed (Double),1,250,250
1088,2015-06-12 00:00:00.000,10,37,Furnishings,Bed (King),1,300,300
1095,2015-06-13 00:00:00.000,4,38,Furnishings,Bed (Double),1,250,250
1097,2015-06-13 00:00:00.000,3,34,Furnishings,Shower Curtain,1,5,5
1108,2015-06-15 00:00:00.000,2,54,Furnishings,Chest of Drawers,1,150,150
1166,2015-06-23 00:00:00.000,7,46,Furnishings,Safe,1,115,115
1174,2015-06-24 00:00:00.000,6,34,Furnishings,Shower Curtain,1,5,5
1186,2015-06-26 00:00:00.000,7,46,Furnishings,Safe,1,115,115
1191,2015-06-27 00:00:00.000,7,48,Furnishings,Side Table,1,40,40
1203,2015-06-28 00:00:00.000,10,44,Furnishings,Floor Lamp,1,55,55
1215,2015-06-30 00:00:00.000,8,49,Furnishings,Large Vase,1,27,27
1242,2015-07-05 00:00:00.000,6,50,Furnishings,Small Vase,1,33,33
1255,2015-07-07 00:00:00.000,10,53,Furnishings,Iron,1,20,20
1267,2015-07-09 00:00:00.000,9,45,Furnishings,Computer Desk,1,102,102
1269,2015-07-09 00:00:00.000,6,43,Furnishings,Table Lamp,1,38,38
1270,2015-07-09 00:00:00.000,1,43,Furnishings,Table Lamp,1,38,38
1275,2015-07-10 00:00:00.000,10,50,Furnishings,Small Vase,1,33,33
1301,2015-07-12 00:00:00.000,8,42,Furnishings,Reading Chair,1,70,70
1312,2015-07-14 00:00:00.000,1,39,Furnishings,Alarm Clock,1,45,45
1336,2015-07-18 00:00:00.000,2,57,Furnishings,Wireless Router,1,70,70
1340,2015-07-18 00:00:00.000,1,47,Furnishings,Swivel Chair,1,75,75
1347,2015-07-19 00:00:00.000,9,35,Furnishings,Tissue Box,1,25,25
1356,2015-07-21 00:00:00.000,6,38,Furnishings,Bed (Double),1,250,250
1361,2015-07-21 00:00:00.000,10,54,Furnishings,Chest of Drawers,1,150,150
1369,2015-07-22 00:00:00.000,3,50,Furnishings,Small Vase,1,33,33
1410,2015-07-27 00:00:00.000,9,49,Furnishings,Large Vase,1,27,27
1415,2015-07-29 00:00:00.000,7,36,Furnishings,Armoire,1,115,115
1422,2015-07-30 00:00:00.000,4,45,Furnishings,Computer Desk,1,102,102
1472,2015-08-08 00:00:00.000,2,38,Furnishings,Bed (Double),1,250,250
1482,2015-08-10 00:00:00.000,10,39,Furnishings,Alarm Clock,1,45,45
1486,2015-08-10 00:00:00.000,4,52,Furnishings,Ironing Board,1,18,18
1490,2015-08-10 00:00:00.000,6,55,Furnishings,Television,1,200,200
1511,2015-08-12 00:00:00.000,1,54,Furnishings,Chest of Drawers,1,150,150
1514,2015-08-13 00:00:00.000,1,45,Furnishings,Computer Desk,1,102,102
1544,2015-08-16 00:00:00.000,5,45,Furnishings,Computer Desk,1,102,102
1593,2015-08-21 00:00:00.000,1,45,Furnishings,Computer Desk,1,102,102
1614,2015-08-24 00:00:00.000,7,34,Furnishings,Shower Curtain,1,5,5
1626,2015-08-25 00:00:00.000,5,49,Furnishings,Large Vase,1,27,27
1636,2015-08-26 00:00:00.000,8,53,Furnishings,Iron,1,20,20
1641,2015-08-27 00:00:00.000,5,36,Furnishings,Armoire,1,115,115
1689,2015-09-04 00:00:00.000,6,46,Furnishings,Safe,1,115,115
1693,2015-09-05 00:00:00.000,2,35,Furnishings,Tissue Box,1,25,25
1716,2015-09-08 00:00:00.000,3,40,Furnishings,Coffee Maker,1,119,119
1796,2015-09-21 00:00:00.000,3,39,Furnishings,Alarm Clock,1,45,45
1825,2015-09-26 00:00:00.000,6,50,Furnishings,Small Vase,1,33,33
1836,2015-09-28 00:00:00.000,9,54,Furnishings,Chest of Drawers,1,150,150
1839,2015-09-28 00:00:00.000,10,48,Furnishings,Side Table,1,40,40
1841,2015-09-28 00:00:00.000,5,38,Furnishings,Bed (Double),1,250,250
1846,2015-09-28 00:00:00.000,10,43,Furnishings,Table Lamp,1,38,38
1871,2015-10-03 00:00:00.000,1,55,Furnishings,Television,1,200,200
1873,2015-10-03 00:00:00.000,1,55,Furnishings,Television,1,200,200
1877,2015-10-03 00:00:00.000,9,43,Furnishings,Table Lamp,1,38,38
1893,2015-10-06 00:00:00.000,3,45,Furnishings,Computer Desk,1,102,102
1896,2015-10-06 00:00:00.000,9,36,Furnishings,Armoire,1,115,115
1902,2015-10-07 00:00:00.000,6,46,Furnishings,Safe,1,115,115
1918,2015-10-09 00:00:00.000,6,47,Furnishings,Swivel Chair,1,75,75
1969,2015-10-14 00:00:00.000,8,38,Furnishings,Bed (Double),1,250,250
1973,2015-10-16 00:00:00.000,10,33,Furnishings,Towel Rack,1,10,10
1974,2015-10-16 00:00:00.000,3,55,Furnishings,Television,1,200,200
1981,2015-10-17 00:00:00.000,1,49,Furnishings,Large Vase,1,27,27
1994,2015-10-18 00:00:00.000,4,39,Furnishings,Alarm Clock,1,45,45
2005,2015-10-21 00:00:00.000,10,43,Furnishings,Table Lamp,1,38,38
2011,2015-10-22 00:00:00.000,4,35,Furnishings,Tissue Box,1,25,25
2014,2015-10-22 00:00:00.000,8,50,Furnishings,Small Vase,1,33,33
2033,2015-10-25 00:00:00.000,7,54,Furnishings,Chest of Drawers,1,150,150
2051,2015-10-28 00:00:00.000,2,53,Furnishings,Iron,1,20,20
2054,2015-10-29 00:00:00.000,3,53,Furnishings,Iron,1,20,20
2061,2015-10-30 00:00:00.000,9,50,Furnishings,Small Vase,1,33,33
2062,2015-10-30 00:00:00.000,1,52,Furnishings,Ironing Board,1,18,18
2081,2015-11-02 00:00:00.000,3,38,Furnishings,Bed (Double),1,250,250
2087,2015-11-03 00:00:00.000,9,43,Furnishings,Table Lamp,1,38,38
2110,2015-11-06 00:00:00.000,5,54,Furnishings,Chest of Drawers,1,150,150
2112,2015-11-07 00:00:00.000,1,52,Furnishings,Ironing Board,1,18,18
2119,2015-11-08 00:00:00.000,7,57,Furnishings,Wireless Router,1,70,70
2142,2015-11-11 00:00:00.000,5,52,Furnishings,Ironing Board,1,18,18
2144,2015-11-11 00:00:00.000,5,38,Furnishings,Bed (Double),1,250,250
2150,2015-11-12 00:00:00.000,10,37,Furnishings,Bed (King),1,300,300
2164,2015-11-14 00:00:00.000,3,56,Furnishings,Telephone,1,38,38
2211,2015-11-19 00:00:00.000,9,47,Furnishings,Swivel Chair,1,75,75
2216,2015-11-20 00:00:00.000,4,35,Furnishings,Tissue Box,1,25,25
2233,2015-11-22 00:00:00.000,8,52,Furnishings,Ironing Board,1,18,18
2248,2015-11-24 00:00:00.000,7,46,Furnishings,Safe,1,115,115
2252,2015-11-24 00:00:00.000,4,36,Furnishings,Armoire,1,115,115
2289,2015-11-30 00:00:00.000,10,53,Furnishings,Iron,1,20,20
