HotelID,MonthStart,RevenueType,CurrentBookingsGBP,ForecastedGBP,AnticipatedRevenueGBP
LH-4458,2012-01-01 00:00:00.000,Rooms,36297.55,18148.78,54446.33
LH-4458,2012-02-01 00:00:00.000,Rooms,31263.32,15631.66,46894.97
LH-4458,2012-03-01 00:00:00.000,Rooms,37302.69,18651.34,55954.03
LH-4458,2012-04-01 00:00:00.000,Rooms,15795.39,39488.47,55283.86
LH-4458,2012-05-01 00:00:00.000,Rooms,16260.36,40650.91,56911.27
LH-4458,2012-06-01 00:00:00.000,Rooms,17736.06,44340.15,62076.21
LH-4458,2012-07-01 00:00:00.000,Rooms,12228.9,61144.48,73373.37
LH-4458,2012-08-01 00:00:00.000,Rooms,10363.36,51816.79,62180.15
LH-4458,2012-09-01 00:00:00.000,Rooms,10910.02,54550.09,65460.11
LH-4458,2012-10-01 00:00:00.000,Rooms,7518.46,45110.76,52629.22
LH-4458,2012-11-01 00:00:00.000,Rooms,8560.19,51361.11,59921.3
LH-4458,2012-12-01 00:00:00.000,Rooms,6976.58,41859.5,48836.09
LH-4458,2009-01-01 00:00:00.000,Rooms,32599.7,16299.85,48899.55
LH-4458,2009-02-01 00:00:00.000,Rooms,30235.66,15117.83,45353.49
LH-4458,2009-03-01 00:00:00.000,Rooms,37858.67,18929.33,56788
LH-4458,2009-04-01 00:00:00.000,Rooms,15182.38,37955.95,53138.32
LH-4458,2009-05-01 00:00:00.000,Rooms,14898.02,37245.05,52143.06
LH-4458,2009-06-01 00:00:00.000,Rooms,16793.7,41984.26,58777.96
LH-4458,2009-07-01 00:00:00.000,Rooms,10628.71,53143.53,63772.24
LH-4458,2009-08-01 00:00:00.000,Rooms,10782.33,53911.63,64693.96
LH-4458,2009-09-01 00:00:00.000,Rooms,12097.45,60487.23,72584.68
LH-4458,2009-10-01 00:00:00.000,Rooms,6258.15,37548.88,43807.03
LH-4458,2009-11-01 00:00:00.000,Rooms,7121.49,42728.92,49850.41
LH-4458,2009-12-01 00:00:00.000,Rooms,9451.04,56706.24,66157.28
LH-4458,2016-01-01 00:00:00.000,Rooms,26723.78,13361.89,40085.67
LH-4458,2016-02-01 00:00:00.000,Rooms,30848.66,15424.33,46273
LH-4458,2016-03-01 00:00:00.000,Rooms,34080.09,17040.05,51120.14
LH-4458,2016-04-01 00:00:00.000,Rooms,17037.31,42593.28,59630.6
LH-4458,2016-05-01 00:00:00.000,Rooms,17610.39,44025.96,61636.35
LH-4458,2016-06-01 00:00:00.000,Rooms,15867.53,39668.82,55536.35
LH-4458,2016-07-01 00:00:00.000,Rooms,11893.34,59466.69,71360.02
LH-4458,2016-08-01 00:00:00.000,Rooms,12492.74,62463.71,74956.45
LH-4458,2016-09-01 00:00:00.000,Rooms,11677.71,58388.55,70066.27
LH-4458,2016-10-01 00:00:00.000,Rooms,6463.81,38782.88,45246.7
LH-4458,2016-11-01 00:00:00.000,Rooms,6961.62,41769.69,48731.31
LH-4458,2016-12-01 00:00:00.000,Rooms,7400.82,44404.93,51805.75
LH-4458,2010-01-01 00:00:00.000,Rooms,25856.43,12928.21,38784.64
LH-4458,2010-02-01 00:00:00.000,Rooms,33743.75,16871.87,50615.62
LH-4458,2010-03-01 00:00:00.000,Rooms,34986.33,17493.16,52479.49
LH-4458,2010-04-01 00:00:00.000,Rooms,14019.5,35048.76,49068.26
LH-4458,2010-05-01 00:00:00.000,Rooms,15113.09,37782.71,52895.8
LH-4458,2010-06-01 00:00:00.000,Rooms,16086.23,40215.57,56301.79
LH-4458,2010-07-01 00:00:00.000,Rooms,12121.61,60608.03,72729.63
LH-4458,2010-08-01 00:00:00.000,Rooms,11582.79,57913.96,69496.76
LH-4458,2010-09-01 00:00:00.000,Rooms,12259.15,61295.77,73554.92
LH-4458,2010-10-01 00:00:00.000,Rooms,8249.66,49497.98,57747.65
LH-4458,2010-11-01 00:00:00.000,Rooms,6772.98,40637.91,47410.89
LH-4458,2010-12-01 00:00:00.000,Rooms,7328.94,43973.63,51302.57
LH-4458,2011-01-01 00:00:00.000,Rooms,24791.44,12395.72,37187.15
LH-4458,2011-02-01 00:00:00.000,Rooms,34216.58,17108.29,51324.87
LH-4458,2011-03-01 00:00:00.000,Rooms,31126.26,15563.13,46689.4
LH-4458,2011-04-01 00:00:00.000,Rooms,17596.29,43990.74,61587.03
LH-4458,2011-05-01 00:00:00.000,Rooms,15761.84,39404.6,55166.44
LH-4458,2011-06-01 00:00:00.000,Rooms,14256.55,35641.36,49897.91
LH-4458,2011-07-01 00:00:00.000,Rooms,12230.04,61150.21,73380.25
LH-4458,2011-08-01 00:00:00.000,Rooms,12804.98,64024.92,76829.9
LH-4458,2011-09-01 00:00:00.000,Rooms,13157.89,65789.43,78947.31
LH-4458,2011-10-01 00:00:00.000,Rooms,7047.09,42282.55,49329.65
LH-4458,2011-11-01 00:00:00.000,Rooms,7313.35,43880.13,51193.48
LH-4458,2011-12-01 00:00:00.000,Rooms,7664.94,45989.64,53654.58
LH-7831,2015-01-01 00:00:00.000,Rooms,34340.59,17170.3,51510.89
LH-7831,2015-02-01 00:00:00.000,Rooms,30876.57,15438.29,46314.86
LH-7831,2015-03-01 00:00:00.000,Rooms,28371.85,14185.93,42557.78
LH-7831,2015-04-01 00:00:00.000,Rooms,16318.29,40795.72,57114
LH-7831,2015-05-01 00:00:00.000,Rooms,14711.02,36777.55,51488.56
LH-7831,2015-06-01 00:00:00.000,Rooms,13089.66,32724.15,45813.81
LH-7831,2015-07-01 00:00:00.000,Rooms,12946.28,64731.41,77677.7
LH-7831,2015-08-01 00:00:00.000,Rooms,10430.52,52152.58,62583.1
LH-7831,2015-09-01 00:00:00.000,Rooms,9914.55,49572.74,59487.29
LH-7831,2015-10-01 00:00:00.000,Rooms,7198.06,43188.37,50386.43
LH-7831,2015-11-01 00:00:00.000,Rooms,6371.23,38227.36,44598.59
LH-7831,2015-12-01 00:00:00.000,Rooms,6921.6,41529.62,48451.23
LH-7831,2013-01-01 00:00:00.000,Rooms,31968.27,15984.14,47952.41
LH-7831,2013-02-01 00:00:00.000,Rooms,32539.44,16269.72,48809.16
LH-7831,2013-03-01 00:00:00.000,Rooms,31951.66,15975.83,47927.48
LH-7831,2013-04-01 00:00:00.000,Rooms,13101.41,32753.54,45854.95
LH-7831,2013-05-01 00:00:00.000,Rooms,12384.5,30961.25,43345.75
LH-7831,2013-06-01 00:00:00.000,Rooms,12384.68,30961.69,43346.37
LH-7831,2013-07-01 00:00:00.000,Rooms,11062.12,55310.58,66372.69
LH-7831,2013-08-01 00:00:00.000,Rooms,11695.22,58476.09,70171.31
LH-7831,2013-09-01 00:00:00.000,Rooms,12601.03,63005.14,75606.16
LH-7831,2013-10-01 00:00:00.000,Rooms,6903.56,41421.39,48324.95
LH-7831,2013-11-01 00:00:00.000,Rooms,6511.82,39070.92,45582.74
LH-7831,2013-12-01 00:00:00.000,Rooms,7040.08,42240.49,49280.57
LH-7831,2014-01-01 00:00:00.000,Rooms,28111.12,14055.56,42166.68
LH-7831,2014-02-01 00:00:00.000,Rooms,30091.18,15045.59,45136.77
LH-7831,2014-03-01 00:00:00.000,Rooms,33714.05,16857.02,50571.07
LH-7831,2014-04-01 00:00:00.000,Rooms,16155.47,40388.66,56544.13
LH-7831,2014-05-01 00:00:00.000,Rooms,13811.45,34528.62,48340.06
LH-7831,2014-06-01 00:00:00.000,Rooms,16433.19,41082.98,57516.17
LH-7831,2014-07-01 00:00:00.000,Rooms,10773.04,53865.18,64638.22
LH-7831,2014-08-01 00:00:00.000,Rooms,11927.18,59635.88,71563.06
LH-7831,2014-09-01 00:00:00.000,Rooms,12011.68,60058.38,72070.06
LH-7831,2014-10-01 00:00:00.000,Rooms,8228.29,49369.74,57598.03
LH-7831,2014-11-01 00:00:00.000,Rooms,6096.82,36580.9,42677.72
LH-7831,2014-12-01 00:00:00.000,Rooms,7412.07,44472.42,51884.48
LH-7831,2012-01-01 00:00:00.000,Rooms,25236.39,12618.19,37854.58
LH-7831,2012-02-01 00:00:00.000,Rooms,31561.76,15780.88,47342.64
LH-7831,2012-03-01 00:00:00.000,Rooms,23631.61,11815.81,35447.42
LH-7831,2012-04-01 00:00:00.000,Rooms,18279.08,45697.69,63976.77
LH-7831,2012-05-01 00:00:00.000,Rooms,12744.85,31862.12,44606.96
LH-7831,2012-06-01 00:00:00.000,Rooms,16153.8,40384.5,56538.3
LH-7831,2012-07-01 00:00:00.000,Rooms,12373.95,61869.77,74243.72
LH-7831,2012-08-01 00:00:00.000,Rooms,12178.9,60894.52,73073.43
LH-7831,2012-09-01 00:00:00.000,Rooms,11363.99,56819.93,68183.92
LH-7831,2012-10-01 00:00:00.000,Rooms,7344.61,44067.64,51412.24
LH-7831,2012-11-01 00:00:00.000,Rooms,6830.25,40981.53,47811.78
LH-7831,2012-12-01 00:00:00.000,Rooms,4458.56,26751.36,31209.91
LH-7831,2009-01-01 00:00:00.000,Rooms,28922.6,14461.3,43383.89
LH-7831,2009-02-01 00:00:00.000,Rooms,31623.54,15811.77,47435.3
LH-7831,2009-03-01 00:00:00.000,Rooms,29699.77,14849.88,44549.65
