HotelID,MonthStart,ExpenseCategory,AnnualAmountGBP,MonthlyAmountGBP
LH-2202,2012-04-01 00:00:00.000,HealthInsurance,97305,6411.65
LH-2202,2012-05-01 00:00:00.000,HealthInsurance,97305,8308.98
LH-2202,2012-06-01 00:00:00.000,HealthInsurance,97305,9707.28
LH-2202,2012-07-01 00:00:00.000,HealthInsurance,97305,10020.57
LH-2202,2012-08-01 00:00:00.000,HealthInsurance,97305,10785.54
LH-2202,2012-09-01 00:00:00.000,HealthInsurance,97305,9910.59
LH-2202,2012-10-01 00:00:00.000,HealthInsurance,97305,9275.56
LH-2202,2012-11-01 00:00:00.000,HealthInsurance,97305,6916.92
LH-2202,2012-12-01 00:00:00.000,HealthInsurance,97305,6043.51
LH-2202,2013-01-01 00:00:00.000,HealthInsurance,97916,4964.61
LH-2202,2013-02-01 00:00:00.000,HealthInsurance,97916,6034.7
LH-2202,2013-03-01 00:00:00.000,HealthInsurance,97916,8200.66
LH-2202,2013-04-01 00:00:00.000,HealthInsurance,97916,9674.95
LH-2202,2013-05-01 00:00:00.000,HealthInsurance,97916,8653.75
LH-2202,2013-06-01 00:00:00.000,HealthInsurance,97916,9038.79
LH-2202,2013-07-01 00:00:00.000,HealthInsurance,97916,11467.03
LH-2202,2013-08-01 00:00:00.000,HealthInsurance,97916,9552.44
LH-2202,2013-09-01 00:00:00.000,HealthInsurance,97916,10487.13
LH-2202,2013-10-01 00:00:00.000,HealthInsurance,97916,8593.92
LH-2202,2013-11-01 00:00:00.000,HealthInsurance,97916,6988.62
LH-2202,2013-12-01 00:00:00.000,HealthInsurance,97916,4259.4
LH-2202,2014-01-01 00:00:00.000,HealthInsurance,105829,5174.83
LH-2202,2014-02-01 00:00:00.000,HealthInsurance,105829,7956.72
LH-2202,2014-03-01 00:00:00.000,HealthInsurance,105829,9195.51
LH-2202,2014-04-01 00:00:00.000,HealthInsurance,105829,9394.85
LH-2202,2014-05-01 00:00:00.000,HealthInsurance,105829,7958.84
LH-2202,2014-06-01 00:00:00.000,HealthInsurance,105829,10118.69
LH-2202,2014-07-01 00:00:00.000,HealthInsurance,105829,12301.02
LH-2202,2014-08-01 00:00:00.000,HealthInsurance,105829,10325.86
LH-2202,2014-09-01 00:00:00.000,HealthInsurance,105829,10075.43
LH-2202,2014-10-01 00:00:00.000,HealthInsurance,105829,10952.2
LH-2202,2014-11-01 00:00:00.000,HealthInsurance,105829,8948.71
LH-2202,2014-12-01 00:00:00.000,HealthInsurance,105829,3426.35
LH-2202,2015-01-01 00:00:00.000,HealthInsurance,112374,4524.07
LH-2202,2015-02-01 00:00:00.000,HealthInsurance,112374,8384.47
LH-2202,2015-03-01 00:00:00.000,HealthInsurance,112374,10263.52
LH-2202,2015-04-01 00:00:00.000,HealthInsurance,112374,9465.39
LH-2202,2015-05-01 00:00:00.000,HealthInsurance,112374,9762.42
LH-2202,2015-06-01 00:00:00.000,HealthInsurance,112374,11795.29
LH-2202,2015-07-01 00:00:00.000,HealthInsurance,112374,11536.54
LH-2202,2015-08-01 00:00:00.000,HealthInsurance,112374,11140.51
LH-2202,2015-09-01 00:00:00.000,HealthInsurance,112374,12967.2
LH-2202,2015-10-01 00:00:00.000,HealthInsurance,112374,9218.13
LH-2202,2015-11-01 00:00:00.000,HealthInsurance,112374,9155.36
LH-2202,2015-12-01 00:00:00.000,HealthInsurance,112374,4161.09
LH-2202,2016-01-01 00:00:00.000,HealthInsurance,97526,4400.37
LH-2202,2016-02-01 00:00:00.000,HealthInsurance,97526,8997.59
LH-2202,2016-03-01 00:00:00.000,HealthInsurance,97526,7270.43
LH-2202,2016-04-01 00:00:00.000,HealthInsurance,97526,7274.79
LH-2202,2016-05-01 00:00:00.000,HealthInsurance,97526,9325.27
LH-2202,2016-06-01 00:00:00.000,HealthInsurance,97526,8071.35
LH-2202,2016-07-01 00:00:00.000,HealthInsurance,97526,10164.84
LH-2202,2016-08-01 00:00:00.000,HealthInsurance,97526,9534.53
LH-2202,2016-09-01 00:00:00.000,HealthInsurance,97526,11565.12
LH-2202,2016-10-01 00:00:00.000,HealthInsurance,97526,9948.64
LH-2202,2016-11-01 00:00:00.000,HealthInsurance,97526,5811.35
LH-2202,2016-12-01 00:00:00.000,HealthInsurance,97526,5161.7
LH-2202,2009-01-01 00:00:00.000,ContractLabor,110968,6132.26
LH-2202,2009-02-01 00:00:00.000,ContractLabor,110968,7531.57
LH-2202,2009-03-01 00:00:00.000,ContractLabor,110968,9093.89
LH-2202,2009-04-01 00:00:00.000,ContractLabor,110968,7932.99
LH-2202,2009-05-01 00:00:00.000,ContractLabor,110968,9192.16
LH-2202,2009-06-01 00:00:00.000,ContractLabor,110968,11977.73
LH-2202,2009-07-01 00:00:00.000,ContractLabor,110968,11395.99
LH-2202,2009-08-01 00:00:00.000,ContractLabor,110968,11310.99
LH-2202,2009-09-01 00:00:00.000,ContractLabor,110968,11628.9
LH-2202,2009-10-01 00:00:00.000,ContractLabor,110968,9596.32
LH-2202,2009-11-01 00:00:00.000,ContractLabor,110968,8454.23
LH-2202,2009-12-01 00:00:00.000,ContractLabor,110968,6720.98
LH-2202,2010-01-01 00:00:00.000,ContractLabor,116292,5492.7
LH-2202,2010-02-01 00:00:00.000,ContractLabor,116292,8870.75
LH-2202,2010-03-01 00:00:00.000,ContractLabor,116292,9877.62
LH-2202,2010-04-01 00:00:00.000,ContractLabor,116292,9265.65
LH-2202,2010-05-01 00:00:00.000,ContractLabor,116292,9651.31
LH-2202,2010-06-01 00:00:00.000,ContractLabor,116292,11161.57
LH-2202,2010-07-01 00:00:00.000,ContractLabor,116292,12883.18
LH-2202,2010-08-01 00:00:00.000,ContractLabor,116292,14539.17
LH-2202,2010-09-01 00:00:00.000,ContractLabor,116292,10365.94
LH-2202,2010-10-01 00:00:00.000,ContractLabor,116292,9879.94
LH-2202,2010-11-01 00:00:00.000,ContractLabor,116292,9224.73
LH-2202,2010-12-01 00:00:00.000,ContractLabor,116292,5079.44
LH-2202,2011-01-01 00:00:00.000,ContractLabor,123765,8211.34
LH-2202,2011-02-01 00:00:00.000,ContractLabor,123765,9136.38
LH-2202,2011-03-01 00:00:00.000,ContractLabor,123765,11215.58
LH-2202,2011-04-01 00:00:00.000,ContractLabor,123765,10018.2
LH-2202,2011-05-01 00:00:00.000,ContractLabor,123765,11205.16
LH-2202,2011-06-01 00:00:00.000,ContractLabor,123765,12262.02
LH-2202,2011-07-01 00:00:00.000,ContractLabor,123765,11967.66
LH-2202,2011-08-01 00:00:00.000,ContractLabor,123765,10978.49
LH-2202,2011-09-01 00:00:00.000,ContractLabor,123765,12017.85
LH-2202,2011-10-01 00:00:00.000,ContractLabor,123765,11455.67
LH-2202,2011-11-01 00:00:00.000,ContractLabor,123765,10304.81
LH-2202,2011-12-01 00:00:00.000,ContractLabor,123765,4991.84
LH-2202,2012-01-01 00:00:00.000,ContractLabor,111206,5123
LH-2202,2012-02-01 00:00:00.000,ContractLabor,111206,8321.57
LH-2202,2012-03-01 00:00:00.000,ContractLabor,111206,9326.24
LH-2202,2012-04-01 00:00:00.000,ContractLabor,111206,7327.62
LH-2202,2012-05-01 00:00:00.000,ContractLabor,111206,9496
LH-2202,2012-06-01 00:00:00.000,ContractLabor,111206,11094.06
LH-2202,2012-07-01 00:00:00.000,ContractLabor,111206,11452.11
LH-2202,2012-08-01 00:00:00.000,ContractLabor,111206,12326.36
LH-2202,2012-09-01 00:00:00.000,ContractLabor,111206,11326.42
LH-2202,2012-10-01 00:00:00.000,ContractLabor,111206,10600.66
LH-2202,2012-11-01 00:00:00.000,ContractLabor,111206,7905.07
LH-2202,2012-12-01 00:00:00.000,ContractLabor,111206,6906.88
LH-2202,2013-01-01 00:00:00.000,ContractLabor,111904,5673.84
LH-2202,2013-02-01 00:00:00.000,ContractLabor,111904,6896.8
LH-2202,2013-03-01 00:00:00.000,ContractLabor,111904,9372.18
LH-2202,2013-04-01 00:00:00.000,ContractLabor,111904,11057.09
LH-2202,2013-05-01 00:00:00.000,ContractLabor,111904,9890.01
LH-2202,2013-06-01 00:00:00.000,ContractLabor,111904,10330.05
LH-2202,2013-07-01 00:00:00.000,ContractLabor,111904,13105.18
LH-2202,2013-08-01 00:00:00.000,ContractLabor,111904,10917.07
LH-2202,2013-09-01 00:00:00.000,ContractLabor,111904,11985.29
LH-2202,2013-10-01 00:00:00.000,ContractLabor,111904,9821.62
LH-2202,2013-11-01 00:00:00.000,ContractLabor,111904,7986.99
LH-2202,2013-12-01 00:00:00.000,ContractLabor,111904,4867.89
LH-2202,2014-01-01 00:00:00.000,ContractLabor,120947,5914.07
LH-2202,2014-02-01 00:00:00.000,ContractLabor,120947,9093.36
LH-2202,2014-03-01 00:00:00.000,ContractLabor,120947,10509.12
LH-2202,2014-04-01 00:00:00.000,ContractLabor,120947,10736.93
LH-2202,2014-05-01 00:00:00.000,ContractLabor,120947,9095.78
LH-2202,2014-06-01 00:00:00.000,ContractLabor,120947,11564.17
LH-2202,2014-07-01 00:00:00.000,ContractLabor,120947,14058.26
LH-2202,2014-08-01 00:00:00.000,ContractLabor,120947,11800.94
LH-2202,2014-09-01 00:00:00.000,ContractLabor,120947,11514.74
LH-2202,2014-10-01 00:00:00.000,ContractLabor,120947,12516.75
LH-2202,2014-11-01 00:00:00.000,ContractLabor,120947,10227.06
LH-2202,2014-12-01 00:00:00.000,ContractLabor,120947,3915.81
LH-2202,2015-01-01 00:00:00.000,ContractLabor,128428,5170.39
LH-2202,2015-02-01 00:00:00.000,ContractLabor,128428,9582.29
LH-2202,2015-03-01 00:00:00.000,ContractLabor,128428,11729.79
LH-2202,2015-04-01 00:00:00.000,ContractLabor,128428,10817.64
LH-2202,2015-05-01 00:00:00.000,ContractLabor,128428,11157.1
LH-2202,2015-06-01 00:00:00.000,ContractLabor,128428,13480.4
LH-2202,2015-07-01 00:00:00.000,ContractLabor,128428,13184.68
LH-2202,2015-08-01 00:00:00.000,ContractLabor,128428,12732.07
LH-2202,2015-09-01 00:00:00.000,ContractLabor,128428,14819.72
LH-2202,2015-10-01 00:00:00.000,ContractLabor,128428,10535.06
LH-2202,2015-11-01 00:00:00.000,ContractLabor,128428,10463.31
LH-2202,2015-12-01 00:00:00.000,ContractLabor,128428,4755.55
LH-2202,2016-01-01 00:00:00.000,ContractLabor,111458,5028.98
LH-2202,2016-02-01 00:00:00.000,ContractLabor,111458,10282.94
LH-2202,2016-03-01 00:00:00.000,ContractLabor,111458,8309.05
LH-2202,2016-04-01 00:00:00.000,ContractLabor,111458,8314.03
LH-2202,2016-05-01 00:00:00.000,ContractLabor,111458,10657.42
LH-2202,2016-06-01 00:00:00.000,ContractLabor,111458,9224.38
LH-2202,2016-07-01 00:00:00.000,ContractLabor,111458,11616.93
LH-2202,2016-08-01 00:00:00.000,ContractLabor,111458,10896.58
LH-2202,2016-09-01 00:00:00.000,ContractLabor,111458,13217.24
LH-2202,2016-10-01 00:00:00.000,ContractLabor,111458,11369.85
LH-2202,2016-11-01 00:00:00.000,ContractLabor,111458,6641.52
LH-2202,2016-12-01 00:00:00.000,ContractLabor,111458,5899.07
LH-2202,2009-01-01 00:00:00.000,ExpensedEquipment,55484,3066.13
LH-2202,2009-02-01 00:00:00.000,ExpensedEquipment,55484,3765.79
LH-2202,2009-03-01 00:00:00.000,ExpensedEquipment,55484,4546.94
LH-2202,2009-04-01 00:00:00.000,ExpensedEquipment,55484,3966.49
LH-2202,2009-05-01 00:00:00.000,ExpensedEquipment,55484,4596.08
LH-2202,2009-06-01 00:00:00.000,ExpensedEquipment,55484,5988.87
LH-2202,2009-07-01 00:00:00.000,ExpensedEquipment,55484,5697.99
LH-2202,2009-08-01 00:00:00.000,ExpensedEquipment,55484,5655.49
LH-2202,2009-09-01 00:00:00.000,ExpensedEquipment,55484,5814.45
LH-2202,2009-10-01 00:00:00.000,ExpensedEquipment,55484,4798.16
LH-2202,2009-11-01 00:00:00.000,ExpensedEquipment,55484,4227.11
LH-2202,2009-12-01 00:00:00.000,ExpensedEquipment,55484,3360.49
LH-2202,2010-01-01 00:00:00.000,ExpensedEquipment,58146,2746.35
LH-2202,2010-02-01 00:00:00.000,ExpensedEquipment,58146,4435.38
LH-2202,2010-03-01 00:00:00.000,ExpensedEquipment,58146,4938.81
LH-2202,2010-04-01 00:00:00.000,ExpensedEquipment,58146,4632.83
LH-2202,2010-05-01 00:00:00.000,ExpensedEquipment,58146,4825.66
LH-2202,2010-06-01 00:00:00.000,ExpensedEquipment,58146,5580.78
LH-2202,2010-07-01 00:00:00.000,ExpensedEquipment,58146,6441.59
LH-2202,2010-08-01 00:00:00.000,ExpensedEquipment,58146,7269.59
LH-2202,2010-09-01 00:00:00.000,ExpensedEquipment,58146,5182.97
LH-2202,2010-10-01 00:00:00.000,ExpensedEquipment,58146,4939.97
LH-2202,2010-11-01 00:00:00.000,ExpensedEquipment,58146,4612.36
LH-2202,2010-12-01 00:00:00.000,ExpensedEquipment,58146,2539.72
LH-2202,2011-01-01 00:00:00.000,ExpensedEquipment,61882,4105.64
LH-2202,2011-02-01 00:00:00.000,ExpensedEquipment,61882,4568.15
LH-2202,2011-03-01 00:00:00.000,ExpensedEquipment,61882,5607.74
LH-2202,2011-04-01 00:00:00.000,ExpensedEquipment,61882,5009.06
LH-2202,2011-05-01 00:00:00.000,ExpensedEquipment,61882,5602.54
LH-2202,2011-06-01 00:00:00.000,ExpensedEquipment,61882,6130.96
LH-2202,2011-07-01 00:00:00.000,ExpensedEquipment,61882,5983.78
LH-2202,2011-08-01 00:00:00.000,ExpensedEquipment,61882,5489.2
LH-2202,2011-09-01 00:00:00.000,ExpensedEquipment,61882,6008.88
LH-2202,2011-10-01 00:00:00.000,ExpensedEquipment,61882,5727.79
LH-2202,2011-11-01 00:00:00.000,ExpensedEquipment,61882,5152.36
LH-2202,2011-12-01 00:00:00.000,ExpensedEquipment,61882,2495.9
LH-2202,2012-01-01 00:00:00.000,ExpensedEquipment,55603,2561.5
LH-2202,2012-02-01 00:00:00.000,ExpensedEquipment,55603,4160.78
LH-2202,2012-03-01 00:00:00.000,ExpensedEquipment,55603,4663.12
LH-2202,2012-04-01 00:00:00.000,ExpensedEquipment,55603,3663.81
LH-2202,2012-05-01 00:00:00.000,ExpensedEquipment,55603,4748
LH-2202,2012-06-01 00:00:00.000,ExpensedEquipment,55603,5547.03
LH-2202,2012-07-01 00:00:00.000,ExpensedEquipment,55603,5726.06
LH-2202,2012-08-01 00:00:00.000,ExpensedEquipment,55603,6163.18
LH-2202,2012-09-01 00:00:00.000,ExpensedEquipment,55603,5663.21
LH-2202,2012-10-01 00:00:00.000,ExpensedEquipment,55603,5300.33
LH-2202,2012-11-01 00:00:00.000,ExpensedEquipment,55603,3952.54
LH-2202,2012-12-01 00:00:00.000,ExpensedEquipment,55603,3453.44
LH-2202,2013-01-01 00:00:00.000,ExpensedEquipment,55952,2836.92
LH-2202,2013-02-01 00:00:00.000,ExpensedEquipment,55952,3448.4
LH-2202,2013-03-01 00:00:00.000,ExpensedEquipment,55952,4686.09
LH-2202,2013-04-01 00:00:00.000,ExpensedEquipment,55952,5528.54
LH-2202,2013-05-01 00:00:00.000,ExpensedEquipment,55952,4945
LH-2202,2013-06-01 00:00:00.000,ExpensedEquipment,55952,5165.02
LH-2202,2013-07-01 00:00:00.000,ExpensedEquipment,55952,6552.59
LH-2202,2013-08-01 00:00:00.000,ExpensedEquipment,55952,5458.54
LH-2202,2013-09-01 00:00:00.000,ExpensedEquipment,55952,5992.64
LH-2202,2013-10-01 00:00:00.000,ExpensedEquipment,55952,4910.81
LH-2202,2013-11-01 00:00:00.000,ExpensedEquipment,55952,3993.5
LH-2202,2013-12-01 00:00:00.000,ExpensedEquipment,55952,2433.94
LH-2202,2014-01-01 00:00:00.000,ExpensedEquipment,60474,2957.06
LH-2202,2014-02-01 00:00:00.000,ExpensedEquipment,60474,4546.72
LH-2202,2014-03-01 00:00:00.000,ExpensedEquipment,60474,5254.6
LH-2202,2014-04-01 00:00:00.000,ExpensedEquipment,60474,5368.51
LH-2202,2014-05-01 00:00:00.000,ExpensedEquipment,60474,4547.93
LH-2202,2014-06-01 00:00:00.000,ExpensedEquipment,60474,5782.13
LH-2202,2014-07-01 00:00:00.000,ExpensedEquipment,60474,7029.19
LH-2202,2014-08-01 00:00:00.000,ExpensedEquipment,60474,5900.52
LH-2202,2014-09-01 00:00:00.000,ExpensedEquipment,60474,5757.42
LH-2202,2014-10-01 00:00:00.000,ExpensedEquipment,60474,6258.43
LH-2202,2014-11-01 00:00:00.000,ExpensedEquipment,60474,5113.57
LH-2202,2014-12-01 00:00:00.000,ExpensedEquipment,60474,1957.92
LH-2202,2015-01-01 00:00:00.000,ExpensedEquipment,64214,2585.2
LH-2202,2015-02-01 00:00:00.000,ExpensedEquipment,64214,4791.15
LH-2202,2015-03-01 00:00:00.000,ExpensedEquipment,64214,5864.89
LH-2202,2015-04-01 00:00:00.000,ExpensedEquipment,64214,5408.82
LH-2202,2015-05-01 00:00:00.000,ExpensedEquipment,64214,5578.55
LH-2202,2015-06-01 00:00:00.000,ExpensedEquipment,64214,6740.2
LH-2202,2015-07-01 00:00:00.000,ExpensedEquipment,64214,6592.34
LH-2202,2015-08-01 00:00:00.000,ExpensedEquipment,64214,6366.03
LH-2202,2015-09-01 00:00:00.000,ExpensedEquipment,64214,7409.86
LH-2202,2015-10-01 00:00:00.000,ExpensedEquipment,64214,5267.53
LH-2202,2015-11-01 00:00:00.000,ExpensedEquipment,64214,5231.66
LH-2202,2015-12-01 00:00:00.000,ExpensedEquipment,64214,2377.78
LH-2202,2016-01-01 00:00:00.000,ExpensedEquipment,55729,2514.49
LH-2202,2016-02-01 00:00:00.000,ExpensedEquipment,55729,5141.47
LH-2202,2016-03-01 00:00:00.000,ExpensedEquipment,55729,4154.52
LH-2202,2016-04-01 00:00:00.000,ExpensedEquipment,55729,4157.01
LH-2202,2016-05-01 00:00:00.000,ExpensedEquipment,55729,5328.71
LH-2202,2016-06-01 00:00:00.000,ExpensedEquipment,55729,4612.19
LH-2202,2016-07-01 00:00:00.000,ExpensedEquipment,55729,5808.47
LH-2202,2016-08-01 00:00:00.000,ExpensedEquipment,55729,5448.29
LH-2202,2016-09-01 00:00:00.000,ExpensedEquipment,55729,6608.62
