DateKey,HotelKey,RevenueTypeKey,CurrentBookingsGBP,ForecastedGBP,AnticipatedRevenueGBP
20161101,1,6,5340.61,32043.68,37384.3
20161201,1,6,7628.09,45768.56,53396.65
20100101,1,6,30068.37,15034.19,45102.56
20100201,1,6,29173.54,14586.77,43760.31
20100301,1,6,32493.43,16246.72,48740.15
20100401,1,6,15397.47,38493.66,53891.13
20100501,1,6,14407.48,36018.7,50426.18
20100601,1,6,15219.16,38047.9,53267.07
20100701,1,6,11838.31,59191.53,71029.83
20100801,1,6,14639.97,73199.85,87839.82
20100901,1,6,10806.03,54030.13,64836.15
20101001,1,6,6393.77,38362.61,44756.38
20101101,1,6,6873.82,41242.89,48116.71
20101201,1,6,6576.7,39460.22,46036.93
20110101,1,6,39173.79,19586.9,58760.69
20110201,1,6,29237.7,14618.85,43856.55
20110301,1,6,33260.41,16630.2,49890.61
20110401,1,6,15395.06,38487.66,53882.72
20110501,1,6,15451.61,38629.04,54080.65
20110601,1,6,15333.57,38333.93,53667.51
20110701,1,6,10711.53,53557.67,64269.2
20110801,1,6,11028.76,55143.82,66172.59
20110901,1,6,11566.14,57830.68,69396.82
20111001,1,6,7073.6,42441.58,49515.18
20111101,1,6,7386.05,44316.29,51702.33
20111201,1,6,5812.86,34877.15,40690.01
20150101,2,6,28097.55,14048.78,42146.33
20150201,2,6,35049.99,17524.99,52574.98
20150301,2,6,35372.42,17686.21,53058.63
20150401,2,6,14114.07,35285.17,49399.24
20150501,2,6,13019.87,32549.67,45569.53
20150601,2,6,15267.44,38168.59,53436.03
20150701,2,6,10576.41,52882.05,63458.47
20150801,2,6,11085.19,55425.93,66511.12
20150901,2,6,12793.42,63967.11,76760.53
20151001,2,6,7440.13,44640.75,52080.88
20151101,2,6,7724.89,46349.32,54074.21
20151201,2,6,7142.46,42854.76,49997.22
20130101,2,6,34237.87,17118.93,51356.8
20130201,2,6,31755.16,15877.58,47632.75
20130301,2,6,29685.92,14842.96,44528.87
20130401,2,6,13592.26,33980.65,47572.91
20130501,2,6,18326.07,45815.18,64141.26
20130601,2,6,16539.71,41349.29,57889
20130701,2,6,12205.87,61029.37,73235.25
20130801,2,6,12690.31,63451.53,76141.84
20130901,2,6,12601.28,63006.38,75607.65
20131001,2,6,6960.32,41761.9,48722.22
20131101,2,6,7342.35,44054.1,51396.45
20131201,2,6,6411.31,38467.84,44879.15
20140101,2,6,35312.92,17656.46,52969.37
20140201,2,6,32398.85,16199.42,48598.27
20140301,2,6,25855.29,12927.65,38782.94
20140401,2,6,13957.89,34894.72,48852.61
20140501,2,6,15173.03,37932.58,53105.61
20140601,2,6,16031.28,40078.21,56109.49
20140701,2,6,13067.85,65339.23,78407.07
20140801,2,6,12610.49,63052.47,75662.96
20140901,2,6,12758.73,63793.63,76552.35
20141001,2,6,5778.99,34673.92,40452.91
20141101,2,6,7599.18,45595.1,53194.28
20141201,2,6,6258.01,37548.08,43806.09
20120101,2,6,35806.77,17903.39,53710.16
20120201,2,6,31480.29,15740.15,47220.44
20120301,2,6,37450.52,18725.26,56175.78
20120401,2,6,15213.46,38033.64,53247.1
20120501,2,6,16837.37,42093.42,58930.79
20120601,2,6,14883.67,37209.17,52092.83
20120701,2,6,10983.23,54916.16,65899.4
20120801,2,6,10943.22,54716.08,65659.29
20120901,2,6,12471.39,62356.96,74828.35
20121001,2,6,6205.99,37235.92,43441.9
20121101,2,6,7204.7,43228.2,50432.9
20121201,2,6,7878.1,47268.6,55146.7
20090101,2,6,38262.4,19131.2,57393.6
20090201,2,6,34754.71,17377.35,52132.06
20090301,2,6,34794.38,17397.19,52191.57
20090401,2,6,17656.03,44140.09,61796.12
20090501,2,6,15170.66,37926.66,53097.32
20090601,2,6,16838.7,42096.74,58935.43
20090701,2,6,11093.87,55469.35,66563.22
20090801,2,6,11930.84,59654.18,71585.01
20090901,2,6,11415.18,57075.88,68491.05
20091001,2,6,7759.41,46556.44,54315.85
20091101,2,6,5720.59,34323.52,40044.11
20091201,2,6,8671.99,52031.93,60703.92
20160101,2,6,35110.69,17555.35,52666.04
20160201,2,6,29802.77,14901.39,44704.16
20160301,2,6,33964.09,16982.05,50946.14
20160401,2,6,12551.53,31378.84,43930.37
20160501,2,6,17570.77,43926.94,61497.71
20160601,2,6,14499.86,36249.64,50749.5
20160701,2,6,10337.79,51688.95,62026.74
20160801,2,6,12306.75,61533.75,73840.5
20160901,2,6,12702.71,63513.56,76216.27
20161001,2,6,7457.3,44743.82,52201.12
20161101,2,6,7413.73,44482.4,51896.14
20161201,2,6,7894.5,47366.99,55261.48
20100101,2,6,39160.04,19580.02,58740.06
20100201,2,6,32784.82,16392.41,49177.23
20100301,2,6,37284.45,18642.22,55926.67
20100401,2,6,14025.2,35063,49088.2
20100501,2,6,12916,32290,45206
20100601,2,6,13608.87,34022.18,47631.05
20100701,2,6,12404.3,62021.51,74425.81
20100801,2,6,11505.78,57528.88,69034.65
20100901,2,6,12634.76,63173.81,75808.58
20101001,2,6,7183.75,43102.51,50286.26
20101101,2,6,6818.68,40912.07,47730.75
20101201,2,6,6322.78,37936.66,44259.43
20110101,2,6,41604.84,20802.42,62407.25
20110201,2,6,30480.16,15240.08,45720.25
20110301,2,6,34629.23,17314.62,51943.85
20110401,2,6,16767.93,41919.84,58687.77
20110501,2,6,16793.93,41984.82,58778.74
20110601,2,6,15797.02,39492.55,55289.56
20110701,2,6,11026.99,55134.93,66161.92
20110801,2,6,11774.87,58874.33,70649.2
20110901,2,6,11188.73,55943.65,67132.38
20111001,2,6,7148.63,42891.76,50040.39
20111101,2,6,7331.42,43988.53,51319.95
20111201,2,6,6180.24,37081.42,43261.65
20150101,3,6,32338.31,16169.15,48507.46
20150201,3,6,32579,16289.5,48868.5
20150301,3,6,33023.79,16511.89,49535.68
20150401,3,6,14233.03,35582.58,49815.61
20150501,3,6,15676.84,39192.1,54868.95
20150601,3,6,14835.92,37089.79,51925.71
20150701,3,6,12915.94,64579.69,77495.63
20150801,3,6,12071.83,60359.14,72430.96
20150901,3,6,14061.89,70309.47,84371.36
20151001,3,6,6138.06,36828.39,42966.45
20151101,3,6,7578.49,45470.92,53049.4
20151201,3,6,6495.49,38972.94,45468.43
20130101,3,6,35704.26,17852.13,53556.39
20130201,3,6,28139.07,14069.53,42208.6
20130301,3,6,29343.37,14671.69,44015.06
20130401,3,6,16584.02,41460.06,58044.08
20130501,3,6,14338.44,35846.11,50184.55
20130601,3,6,16019.1,40047.76,56066.86
20130701,3,6,11705.15,58525.77,70230.92
20130801,3,6,14174.69,70873.46,85048.15
20130901,3,6,12117.36,60586.78,72704.14
20131001,3,6,7681.29,46087.73,53769.02
20131101,3,6,7395.8,44374.8,51770.6
20131201,3,6,5612.2,33673.22,39285.42
20140101,3,6,30918.87,15459.43,46378.3
20140201,3,6,32035.1,16017.55,48052.65
20140301,3,6,29750.85,14875.43,44626.28
20140401,3,6,16688.38,41720.96,58409.35
20140501,3,6,15415.57,38538.93,53954.5
20140601,3,6,13567.96,33919.9,47487.87
20140701,3,6,11664.34,58321.71,69986.05
20140801,3,6,11931.9,59659.51,71591.41
20140901,3,6,11972.08,59860.39,71832.47
20141001,3,6,6233.13,37398.78,43631.91
20141101,3,6,7122.69,42736.16,49858.86
20141201,3,6,4631.87,27791.22,32423.09
20120101,3,6,36297.55,18148.78,54446.33
20120201,3,6,31263.32,15631.66,46894.97
20120301,3,6,37302.69,18651.34,55954.03
20120401,3,6,15795.39,39488.47,55283.86
20120501,3,6,16260.36,40650.91,56911.27
20120601,3,6,17736.06,44340.15,62076.21
20120701,3,6,12228.9,61144.48,73373.37
20120801,3,6,10363.36,51816.79,62180.15
20120901,3,6,10910.02,54550.09,65460.11
20121001,3,6,7518.46,45110.76,52629.22
20121101,3,6,8560.19,51361.11,59921.3
20121201,3,6,6976.58,41859.5,48836.09
20090101,3,6,32599.7,16299.85,48899.55
20090201,3,6,30235.66,15117.83,45353.49
20090301,3,6,37858.67,18929.33,56788
20090401,3,6,15182.38,37955.95,53138.32
20090501,3,6,14898.02,37245.05,52143.06
20090601,3,6,16793.7,41984.26,58777.96
20090701,3,6,10628.71,53143.53,63772.24
20090801,3,6,10782.33,53911.63,64693.96
20090901,3,6,12097.45,60487.23,72584.68
20091001,3,6,6258.15,37548.88,43807.03
20091101,3,6,7121.49,42728.92,49850.41
20091201,3,6,9451.04,56706.24,66157.28
20160101,3,6,26723.78,13361.89,40085.67
20160201,3,6,30848.66,15424.33,46273
20160301,3,6,34080.09,17040.05,51120.14
20160401,3,6,17037.31,42593.28,59630.6
20160501,3,6,17610.39,44025.96,61636.35
20160601,3,6,15867.53,39668.82,55536.35
20160701,3,6,11893.34,59466.69,71360.02
20160801,3,6,12492.74,62463.71,74956.45
20160901,3,6,11677.71,58388.55,70066.27
20161001,3,6,6463.81,38782.88,45246.7
20161101,3,6,6961.62,41769.69,48731.31
20161201,3,6,7400.82,44404.93,51805.75
20100101,3,6,25856.43,12928.21,38784.64
20100201,3,6,33743.75,16871.87,50615.62
20100301,3,6,34986.33,17493.16,52479.49
20100401,3,6,14019.5,35048.76,49068.26
20100501,3,6,15113.09,37782.71,52895.8
20100601,3,6,16086.23,40215.57,56301.79
20100701,3,6,12121.61,60608.03,72729.63
20100801,3,6,11582.79,57913.96,69496.76
20100901,3,6,12259.15,61295.77,73554.92
20101001,3,6,8249.66,49497.98,57747.65
20101101,3,6,6772.98,40637.91,47410.89
20101201,3,6,7328.94,43973.63,51302.57
20110101,3,6,24791.44,12395.72,37187.15
20110201,3,6,34216.58,17108.29,51324.87
20110301,3,6,31126.26,15563.13,46689.4
20110401,3,6,17596.29,43990.74,61587.03
20110501,3,6,15761.84,39404.6,55166.44
20110601,3,6,14256.55,35641.36,49897.91
20110701,3,6,12230.04,61150.21,73380.25
20110801,3,6,12804.98,64024.92,76829.9
20110901,3,6,13157.89,65789.43,78947.31
20111001,3,6,7047.09,42282.55,49329.65
20111101,3,6,7313.35,43880.13,51193.48
20111201,3,6,7664.94,45989.64,53654.58
20150101,4,6,34340.59,17170.3,51510.89
20150201,4,6,30876.57,15438.29,46314.86
20150301,4,6,28371.85,14185.93,42557.78
20150401,4,6,16318.29,40795.72,57114
20150501,4,6,14711.02,36777.55,51488.56
20150601,4,6,13089.66,32724.15,45813.81
20150701,4,6,12946.28,64731.41,77677.7
20150801,4,6,10430.52,52152.58,62583.1
20150901,4,6,9914.55,49572.74,59487.29
20151001,4,6,7198.06,43188.37,50386.43
20151101,4,6,6371.23,38227.36,44598.59
20151201,4,6,6921.6,41529.62,48451.23
20130101,4,6,31968.27,15984.14,47952.41
20130201,4,6,32539.44,16269.72,48809.16
20130301,4,6,31951.66,15975.83,47927.48
20130401,4,6,13101.41,32753.54,45854.95
20130501,4,6,12384.5,30961.25,43345.75
20130601,4,6,12384.68,30961.69,43346.37
20130701,4,6,11062.12,55310.58,66372.69
20130801,4,6,11695.22,58476.09,70171.31
20130901,4,6,12601.03,63005.14,75606.16
20131001,4,6,6903.56,41421.39,48324.95
20131101,4,6,6511.82,39070.92,45582.74
20131201,4,6,7040.08,42240.49,49280.57
20140101,4,6,28111.12,14055.56,42166.68
20140201,4,6,30091.18,15045.59,45136.77
20140301,4,6,33714.05,16857.02,50571.07
20140401,4,6,16155.47,40388.66,56544.13
20140501,4,6,13811.45,34528.62,48340.06
20140601,4,6,16433.19,41082.98,57516.17
20140701,4,6,10773.04,53865.18,64638.22
20140801,4,6,11927.18,59635.88,71563.06
20140901,4,6,12011.68,60058.38,72070.06
20141001,4,6,8228.29,49369.74,57598.03
20141101,4,6,6096.82,36580.9,42677.72
20141201,4,6,7412.07,44472.42,51884.48
20120101,4,6,25236.39,12618.19,37854.58
20120201,4,6,31561.76,15780.88,47342.64
20120301,4,6,23631.61,11815.81,35447.42
20120401,4,6,18279.08,45697.69,63976.77
20120501,4,6,12744.85,31862.12,44606.96
20120601,4,6,16153.8,40384.5,56538.3
20120701,4,6,12373.95,61869.77,74243.72
20120801,4,6,12178.9,60894.52,73073.43
20120901,4,6,11363.99,56819.93,68183.92
20121001,4,6,7344.61,44067.64,51412.24
20121101,4,6,6830.25,40981.53,47811.78
20121201,4,6,4458.56,26751.36,31209.91
20090101,4,6,28922.6,14461.3,43383.89
20090201,4,6,31623.54,15811.77,47435.3
20090301,4,6,29699.77,14849.88,44549.65
20090401,4,6,15148.27,37870.68,53018.95
20090501,4,6,14132.57,35331.44,49464.01
20090601,4,6,14555.27,36388.17,50943.44
20090701,4,6,11872.6,59362.98,71235.58
20090801,4,6,10270.32,51351.58,61621.89
20090901,4,6,12908.09,64540.47,77448.56
20091001,4,6,6273.28,37639.69,43912.98
20091101,4,6,6174.48,37046.89,43221.38
20091201,4,6,8437.29,50623.72,59061
20160101,4,6,36631.49,18315.74,54947.23
20160201,4,6,32155.09,16077.55,48232.64
20160301,4,6,28596.55,14298.27,42894.82
20160401,4,6,13454.43,33636.07,47090.5
20160501,4,6,12431.12,31077.8,43508.91
20160601,4,6,16782.94,41957.35,58740.3
20160701,4,6,12971.64,64858.21,77829.85
20160801,4,6,11289.49,56447.46,67736.96
20160901,4,6,12307.7,61538.49,73846.19
20161001,4,6,7589.86,45539.18,53129.04
20161101,4,6,6645.07,39870.44,46515.51
20161201,4,6,8655.57,51933.44,60589.01
20100101,4,6,24764.44,12382.22,37146.66
20100201,4,6,32293.68,16146.84,48440.52
20100301,4,6,34109.38,17054.69,51164.07
20100401,4,6,12234.68,30586.69,42821.37
20100501,4,6,17011,42527.49,59538.48
20100601,4,6,14969.83,37424.58,52394.41
20100701,4,6,12001.94,60009.71,72011.65
20100801,4,6,10012.1,50060.52,60072.62
20100901,4,6,11098.43,55492.17,66590.6
20101001,4,6,7499.16,44994.98,52494.14
20101101,4,6,6875.36,41252.18,48127.55
20101201,4,6,6557.7,39346.17,45903.87
20110101,4,6,28967.91,14483.95,43451.86
20110201,4,6,31837.93,15918.97,47756.9
20110301,4,6,24853.87,12426.94,37280.81
20110401,4,6,15244.39,38110.99,53355.38
20110501,4,6,15364.82,38412.05,53776.87
20110601,4,6,16440.92,41102.29,57543.21
20110701,4,6,14571.32,72856.6,87427.92
20110801,4,6,10831.55,54157.76,64989.31
20110901,4,6,12516.59,62582.95,75099.54
20111001,4,6,6987.24,41923.43,48910.67
20111101,4,6,7700.52,46203.11,53903.63
20111201,4,6,5862.37,35174.21,41036.58
20150101,5,6,33550.9,16775.45,50326.35
20150201,5,6,28651.58,14325.79,42977.37
20150301,5,6,36316.39,18158.19,54474.58
20150401,5,6,16876.09,42190.24,59066.33
20150501,5,6,16781.86,41954.66,58736.52
20150601,5,6,13710.81,34277.03,47987.84
20150701,5,6,11719.4,58596.98,70316.38
20150801,5,6,12944.67,64723.36,77668.03
20150901,5,6,10681.9,53409.51,64091.41
20151001,5,6,7783.91,46703.47,54487.38
20151101,5,6,6254.81,37528.83,43783.64
20151201,5,6,8081.88,48491.26,56573.13
20130101,5,6,28781.8,14390.9,43172.7
20130201,5,6,28086.98,14043.49,42130.48
20130301,5,6,37737.77,18868.89,56606.66
20130401,5,6,11634.39,29085.99,40720.38
20130501,5,6,17317.14,43292.85,60610
20130601,5,6,16217.09,40542.72,56759.81
20130701,5,6,11342.41,56712.07,68054.48
20130801,5,6,13182.74,65913.71,79096.45
20130901,5,6,12411.06,62055.29,74466.35
20131001,5,6,8051.32,48307.91,56359.23
20131101,5,6,7116.58,42699.49,49816.08
20131201,5,6,7319.05,43914.27,51233.32
20140101,5,6,36613.94,18306.97,54920.91
20140201,5,6,35724.05,17862.02,53586.07
20140301,5,6,31410.45,15705.23,47115.68
20140401,5,6,18138.5,45346.26,63484.77
20140501,5,6,17474.83,43687.07,61161.9
20140601,5,6,15911.32,39778.3,55689.62
20140701,5,6,12889.29,64446.47,77335.77
20140801,5,6,11968.29,59841.46,71809.76
20140901,5,6,13081.54,65407.72,78489.27
20141001,5,6,7571.85,45431.11,53002.96
20141101,5,6,7472.38,44834.27,52306.65
20141201,5,6,7442.01,44652.07,52094.08
20120101,5,6,29941.29,14970.65,44911.94
20120201,5,6,32338.37,16169.18,48507.55
20120301,5,6,26580.18,13290.09,39870.28
20120401,5,6,15229.83,38074.59,53304.42
20120501,5,6,16366.76,40916.9,57283.65
20120601,5,6,16770.83,41927.06,58697.89
20120701,5,6,11466.12,57330.59,68796.71
20120801,5,6,11527.35,57636.75,69164.1
20120901,5,6,11563.35,57816.74,69380.09
20121001,5,6,6229.53,37377.18,43606.71
20121101,5,6,7810.86,46865.15,54676.01
20121201,5,6,7120.38,42722.26,49842.64
20090101,5,6,34114.85,17057.43,51172.28
20090201,5,6,34394.56,17197.28,51591.84
20090301,5,6,32888.09,16444.05,49332.14
20090401,5,6,9739.14,24347.84,34086.98
20090501,5,6,15703.06,39257.65,54960.71
20090601,5,6,12672.52,31681.31,44353.83
20090701,5,6,12484.61,62423.03,74907.64
20090801,5,6,12267.84,61339.2,73607.05
20090901,5,6,11742.09,58710.43,70452.51
20091001,5,6,7342.29,44053.76,51396.05
20091101,5,6,8477.24,50863.42,59340.65
20091201,5,6,5305.25,31831.52,37136.77
20160101,5,6,29106.68,14553.34,43660.02
20160201,5,6,35634.61,17817.3,53451.91
20160301,5,6,32883.41,16441.71,49325.12
20160401,5,6,16703.78,41759.46,58463.24
20160501,5,6,12060.27,30150.68,42210.95
20160601,5,6,15952.65,39881.62,55834.26
20160701,5,6,12433.74,62168.7,74602.44
20160801,5,6,12113.2,60565.99,72679.19
20160901,5,6,12425.56,62127.82,74553.38
20161001,5,6,7962.69,47776.17,55738.86
20161101,5,6,7930.66,47583.93,55514.59
20161201,5,6,4765.62,28593.71,33359.32
20100101,5,6,34717.04,17358.52,52075.56
20100201,5,6,27725.07,13862.53,41587.6
20100301,5,6,26612.58,13306.29,39918.87
20100401,5,6,18119.73,45299.32,63419.05
20100501,5,6,16859.75,42149.38,59009.14
20100601,5,6,16565.81,41414.54,57980.35
20100701,5,6,11442.15,57210.75,68652.9
20100801,5,6,10430.04,52150.18,62580.22
20100901,5,6,11656.22,58281.08,69937.3
20101001,5,6,7004.31,42025.87,49030.18
20101101,5,6,8746.8,52480.79,61227.59
20101201,5,6,6271.67,37630.01,43901.68
20110101,5,6,34834.45,17417.23,52251.68
20110201,5,6,33944.46,16972.23,50916.68
20110301,5,6,30719.42,15359.71,46079.13
20110401,5,6,15118.85,37797.12,52915.97
20110501,5,6,14064.99,35162.46,49227.45
20110601,5,6,16601.86,41504.64,58106.5
20110701,5,6,11473.66,57368.29,68841.94
20110801,5,6,12891.67,64458.37,77350.05
20110901,5,6,11484.83,57424.16,68908.99
20111001,5,6,7850.74,47104.44,54955.18
20111101,5,6,6175.06,37050.36,43225.42
20111201,5,6,6637.91,39827.49,46465.4
20150101,6,6,33195.61,16597.8,49793.41
20150201,6,6,30776.43,15388.21,46164.64
20150301,6,6,29225.26,14612.63,43837.89
20150401,6,6,16565.93,41414.83,57980.76
20150501,6,6,17295.79,43239.46,60535.25
20150601,6,6,16287.41,40718.52,57005.92
20150701,6,6,13272.01,66360.07,79632.09
20150801,6,6,11945.48,59727.38,71672.85
20150901,6,6,10662.49,53312.45,63974.94
20151001,6,6,6145.61,36873.66,43019.27
20151101,6,6,7233.59,43401.53,50635.12
20151201,6,6,6799.25,40795.51,47594.76
20130101,6,6,33760.03,16880.02,50640.05
20130201,6,6,28752.38,14376.19,43128.57
20130301,6,6,34090.55,17045.27,51135.82
20130401,6,6,17580.36,43950.89,61531.25
20130501,6,6,15886.09,39715.22,55601.31
20130601,6,6,16941.67,42354.18,59295.85
20130701,6,6,11063.81,55319.05,66382.86
20130801,6,6,11871.98,59359.88,71231.86
20130901,6,6,10696.86,53484.32,64181.18
20131001,6,6,7040.29,42241.76,49282.05
20131101,6,6,8207.03,49242.2,57449.23
20131201,6,6,6111.89,36671.34,42783.24
20140101,6,6,18279.5,9139.75,27419.25
20140201,6,6,29424.88,14712.44,44137.31
20140301,6,6,34181.31,17090.65,51271.96
20140401,6,6,15664.02,39160.05,54824.07
20140501,6,6,13525.78,33814.44,47340.22
20140601,6,6,16227.2,40568,56795.19
20140701,6,6,11798.85,58994.26,70793.12
20140801,6,6,11090.74,55453.71,66544.46
20140901,6,6,10096.69,50483.43,60580.12
20141001,6,6,7452.19,44713.12,52165.3
20141101,6,6,6467.88,38807.26,45275.13
20141201,6,6,8212.79,49276.76,57489.56
20120101,6,6,21254.07,10627.03,31881.1
20120201,6,6,33775.17,16887.58,50662.75
20120301,6,6,34359.16,17179.58,51538.75
20120401,6,6,15026.51,37566.27,52592.78
20120501,6,6,14601.16,36502.91,51104.07
20120601,6,6,14416.26,36040.65,50456.9
20120701,6,6,12134.77,60673.84,72808.61
20120801,6,6,12502.77,62513.84,75016.61
20120901,6,6,11263.84,56319.18,67583.01
20121001,6,6,7916.39,47498.32,55414.7
20121101,6,6,6970.76,41824.54,48795.3
20121201,6,6,5876.13,35256.8,41132.93
20090101,6,6,26858.07,13429.03,40287.1
20090201,6,6,32951.06,16475.53,49426.6
20090301,6,6,27996.49,13998.25,41994.74
20090401,6,6,16366.79,40916.98,57283.77
20090501,6,6,14306.97,35767.41,50074.38
20090601,6,6,15095.47,37738.68,52834.15
20090701,6,6,11735.49,58677.45,70412.94
20090801,6,6,13238.61,66193.03,79431.63
20090901,6,6,11160.82,55804.1,66964.92
20091001,6,6,7141.35,42848.1,49989.45
20091101,6,6,8202.22,49213.33,57415.55
20091201,6,6,5674.2,34045.19,39719.39
20160101,6,6,31728.66,15864.33,47593
20160201,6,6,31242.25,15621.12,46863.37
20160301,6,6,28105.04,14052.52,42157.56
20160401,6,6,17060.52,42651.3,59711.83
20160501,6,6,16280.94,40702.35,56983.3
20160601,6,6,13734.62,34336.56,48071.18
20160701,6,6,11212.06,56060.3,67272.36
20160801,6,6,11506.49,57532.45,69038.94
20160901,6,6,11799.23,58996.17,70795.41
20161001,6,6,6011.85,36071.11,42082.96
20161101,6,6,7649.66,45897.97,53547.63
20161201,6,6,7370.73,44224.35,51595.08
20100101,6,6,31966.7,15983.35,47950.04
20100201,6,6,26231.84,13115.92,39347.76
20100301,6,6,31922.32,15961.16,47883.48
20100401,6,6,15462.2,38655.49,54117.69
20100501,6,6,16180.56,40451.41,56631.97
20100601,6,6,16321.63,40804.07,57125.7
20100701,6,6,10797.12,53985.6,64782.73
20100801,6,6,11768.52,58842.61,70611.13
20100901,6,6,11963.6,59818.02,71781.63
20101001,6,6,6407.46,38444.76,44852.22
20101101,6,6,7052.88,42317.25,49370.13
20101201,6,6,7893.46,47360.77,55254.23
20110101,6,6,37897.7,18948.85,56846.56
20110201,6,6,33674.7,16837.35,50512.06
20110301,6,6,31719.44,15859.72,47579.15
20110401,6,6,14642.92,36607.3,51250.22
20110501,6,6,16566.77,41416.92,57983.68
20110601,6,6,16170.81,40427.04,56597.85
20110701,6,6,10479.06,52395.29,62874.35
20110801,6,6,12758.06,63790.32,76548.38
20110901,6,6,13410.54,67052.68,80463.21
20111001,6,6,8448.89,50693.36,59142.25
20111101,6,6,6935.2,41611.19,48546.39
20111201,6,6,7109.62,42657.73,49767.35
20150101,7,6,40789.25,20394.62,61183.87
20150201,7,6,41106.42,20553.21,61659.63
20150301,7,6,32665.94,16332.97,48998.91
20150401,7,6,15661.87,39154.68,54816.55
20150501,7,6,14783.03,36957.57,51740.6
20150601,7,6,16172.89,40432.23,56605.13
20150701,7,6,13186,65930,79116
20150801,7,6,12335.1,61675.51,74010.61
20150901,7,6,11835.42,59177.11,71012.53
20151001,7,6,6917.21,41503.28,48420.49
20151101,7,6,7901.56,47409.34,55310.89
20151201,7,6,8268.7,49612.17,57880.87
20130101,7,6,28263.32,14131.66,42394.98
20130201,7,6,36136.97,18068.48,54205.45
20130301,7,6,29931.07,14965.53,44896.6
20130401,7,6,14109.74,35274.36,49384.1
20130501,7,6,15651.62,39129.05,54780.67
20130601,7,6,13413.1,33532.75,46945.85
20130701,7,6,11642.36,58211.82,69854.19
20130801,7,6,10893.84,54469.19,65363.03
20130901,7,6,12663.06,63315.3,75978.37
20131001,7,6,7007.38,42044.27,49051.64
20131101,7,6,7238.67,43432.01,50670.68
20131201,7,6,7366.4,44198.42,51564.82
20140101,7,6,23108.4,11554.2,34662.6
20140201,7,6,31066.12,15533.06,46599.19
20140301,7,6,33289.86,16644.93,49934.79
20140401,7,6,12807.1,32017.75,44824.85
20140501,7,6,15944.22,39860.54,55804.76
