DateKey,HotelKey,ProductCategoryKey,OrderID,ProductID,ProductName,Quantity,ProductPriceGBP,OrderTotalGBP
20150227,5,1,378,41,Office Chair,3,85,255
20150302,3,1,408,51,Painting,3,85,255
20150309,7,1,453,41,Office Chair,3,85,255
20150321,4,1,528,41,Office Chair,2,85,170
20150325,4,1,551,41,Office Chair,1,85,85
20150403,7,1,610,51,Painting,2,85,170
20150404,9,1,619,51,Painting,2,85,170
20150409,5,1,650,41,Office Chair,3,85,255
20150420,5,1,730,51,Painting,3,85,255
20150501,7,1,798,41,Office Chair,3,85,255
20150508,3,1,851,41,Office Chair,2,85,170
20150521,6,1,934,51,Painting,1,85,85
20150524,8,1,953,51,Painting,1,85,85
20150529,9,1,989,51,Painting,3,85,255
20150609,1,1,1073,41,Office Chair,1,85,85
20150617,8,1,1119,51,Painting,2,85,170
20150628,6,1,1200,51,Painting,3,85,255
20150629,5,1,1209,51,Painting,1,85,85
20150630,7,1,1214,51,Painting,2,85,170
20150701,9,1,1224,41,Office Chair,1,85,85
20150708,5,1,1261,51,Painting,2,85,170
20150723,4,1,1378,41,Office Chair,3,85,255
20150729,3,1,1420,51,Painting,2,85,170
20150731,1,1,1430,51,Painting,3,85,255
20150806,7,1,1464,41,Office Chair,3,85,255
20150815,2,1,1537,41,Office Chair,2,85,170
20150816,6,1,1550,41,Office Chair,1,85,85
20150821,3,1,1589,51,Painting,1,85,85
20150822,7,1,1598,41,Office Chair,3,85,255
20150918,5,1,1771,41,Office Chair,3,85,255
20150921,8,1,1792,51,Painting,2,85,170
20150923,2,1,1808,41,Office Chair,2,85,170
20151008,10,1,1907,41,Office Chair,3,85,255
20151010,8,1,1925,51,Painting,2,85,170
20151013,7,1,1956,41,Office Chair,2,85,170
20151016,10,1,1976,51,Painting,3,85,255
20151018,10,1,1992,41,Office Chair,2,85,170
20151023,9,1,2016,51,Painting,3,85,255
20151109,5,1,2128,41,Office Chair,2,85,170
20151110,5,1,2133,51,Painting,2,85,170
20151203,5,1,2309,41,Office Chair,1,85,85
20151204,9,1,2314,51,Painting,2,85,170
20151205,8,1,2325,41,Office Chair,2,85,170
20151218,2,1,2402,41,Office Chair,3,85,255
20151222,3,1,2430,51,Painting,3,85,255
20151229,4,1,2478,51,Painting,2,85,170
20160105,6,1,2522,51,Painting,1,85,85
20160111,3,1,2558,51,Painting,1,85,85
20160123,3,1,2664,41,Office Chair,3,85,255
20160124,5,1,2670,51,Painting,2,85,170
20160128,4,1,2693,41,Office Chair,3,85,255
20160201,4,1,2727,41,Office Chair,3,85,255
20160224,7,1,2865,51,Painting,1,85,85
20160310,5,1,2983,41,Office Chair,1,85,85
20160316,9,1,3036,51,Painting,3,85,255
20160321,7,1,3074,41,Office Chair,3,85,255
20160403,3,1,3151,41,Office Chair,2,85,170
20160413,9,1,3235,41,Office Chair,1,85,85
20160415,3,1,3244,41,Office Chair,3,85,255
20160427,8,1,3345,51,Painting,2,85,170
20160514,3,1,3464,51,Painting,3,85,255
20160517,3,1,3492,41,Office Chair,3,85,255
20160523,3,1,3540,51,Painting,3,85,255
20160531,5,1,3593,51,Painting,2,85,170
20160612,1,1,3693,41,Office Chair,2,85,170
20160618,4,1,3722,41,Office Chair,1,85,85
20160618,3,1,3728,41,Office Chair,1,85,85
20160619,10,1,3730,41,Office Chair,2,85,170
20160621,9,1,3746,51,Painting,1,85,85
20160626,3,1,3795,41,Office Chair,2,85,170
20160705,8,1,3851,51,Painting,2,85,170
20160716,4,1,3913,51,Painting,1,85,85
20160716,5,1,3915,51,Painting,1,85,85
20160808,8,1,4073,51,Painting,2,85,170
20160815,2,1,4117,41,Office Chair,3,85,255
20160820,7,1,4155,41,Office Chair,2,85,170
20160821,5,1,4166,51,Painting,1,85,85
20160826,8,1,4214,51,Painting,1,85,85
20160901,9,1,4247,51,Painting,1,85,85
20160907,2,1,4283,41,Office Chair,3,85,255
20160913,5,1,4323,51,Painting,2,85,170
20161001,10,1,4435,51,Painting,3,85,255
20161015,5,1,4512,41,Office Chair,2,85,170
20161024,6,1,4574,41,Office Chair,2,85,170
20161027,9,1,4593,41,Office Chair,3,85,255
20161030,1,1,4620,51,Painting,3,85,255
20161031,3,1,4630,41,Office Chair,3,85,255
20161104,2,1,4659,41,Office Chair,1,85,85
20161110,6,1,4690,41,Office Chair,1,85,85
20161126,3,1,4791,41,Office Chair,3,85,255
20161202,7,1,4828,51,Painting,3,85,255
20161223,10,1,4957,51,Painting,1,85,85
20150104,2,1,25,52,Ironing Board,1,18,18
20150106,10,1,32,44,Floor Lamp,1,55,55
20150110,9,1,58,42,Reading Chair,1,70,70
20150112,10,1,72,36,Armoire,1,115,115
20150112,2,1,76,44,Floor Lamp,1,55,55
20150114,10,1,83,53,Iron,1,20,20
20150122,2,1,129,39,Alarm Clock,1,45,45
20150122,4,1,135,38,Bed (Double),1,250,250
20150126,3,1,168,42,Reading Chair,1,70,70
20150127,9,1,174,38,Bed (Double),1,250,250
20150128,6,1,186,35,Tissue Box,1,25,25
20150130,8,1,195,36,Armoire,1,115,115
20150130,3,1,198,52,Ironing Board,1,18,18
20150202,7,1,207,53,Iron,1,20,20
20150203,5,1,215,39,Alarm Clock,1,45,45
20150206,7,1,227,46,Safe,1,115,115
20150208,3,1,231,36,Armoire,1,115,115
20150210,6,1,244,40,Coffee Maker,1,119,119
20150210,6,1,247,39,Alarm Clock,1,45,45
20150211,9,1,256,42,Reading Chair,1,70,70
20150212,10,1,267,55,Television,1,200,200
20150213,5,1,274,49,Large Vase,1,27,27
20150214,4,1,281,44,Floor Lamp,1,55,55
20150216,10,1,301,33,Towel Rack,1,10,10
20150218,5,1,314,38,Bed (Double),1,250,250
20150219,9,1,316,34,Shower Curtain,1,5,5
20150219,3,1,320,43,Table Lamp,1,38,38
20150220,1,1,327,34,Shower Curtain,1,5,5
20150220,5,1,332,55,Television,1,200,200
20150222,10,1,345,42,Reading Chair,1,70,70
20150223,5,1,353,39,Alarm Clock,1,45,45
20150223,6,1,354,34,Shower Curtain,1,5,5
20150224,3,1,358,42,Reading Chair,1,70,70
20150224,9,1,359,46,Safe,1,115,115
20150227,10,1,383,47,Swivel Chair,1,75,75
20150301,8,1,397,55,Television,1,200,200
20150302,9,1,404,35,Tissue Box,1,25,25
20150302,3,1,409,56,Telephone,1,38,38
20150304,4,1,425,45,Computer Desk,1,102,102
20150306,9,1,432,36,Armoire,1,115,115
20150308,4,1,450,53,Iron,1,20,20
20150311,8,1,461,53,Iron,1,20,20
20150314,3,1,483,42,Reading Chair,1,70,70
20150315,10,1,491,34,Shower Curtain,1,5,5
20150316,10,1,496,38,Bed (Double),1,250,250
20150316,3,1,497,44,Floor Lamp,1,55,55
20150318,7,1,504,53,Iron,1,20,20
20150319,2,1,506,46,Safe,1,115,115
20150319,9,1,511,48,Side Table,1,40,40
20150319,7,1,513,45,Computer Desk,1,102,102
20150320,6,1,520,36,Armoire,1,115,115
20150324,10,1,547,39,Alarm Clock,1,45,45
20150325,3,1,554,43,Table Lamp,1,38,38
20150326,8,1,564,40,Coffee Maker,1,119,119
20150328,5,1,572,44,Floor Lamp,1,55,55
20150329,3,1,578,52,Ironing Board,1,18,18
20150329,8,1,581,52,Ironing Board,1,18,18
20150401,8,1,602,43,Table Lamp,1,38,38
20150402,6,1,608,47,Swivel Chair,1,75,75
20150403,10,1,617,43,Table Lamp,1,38,38
20150405,8,1,624,55,Television,1,200,200
20150405,5,1,626,38,Bed (Double),1,250,250
20150411,5,1,669,34,Shower Curtain,1,5,5
20150414,3,1,684,45,Computer Desk,1,102,102
20150416,9,1,701,49,Large Vase,1,27,27
20150419,7,1,721,45,Computer Desk,1,102,102
20150421,1,1,735,48,Side Table,1,40,40
20150426,1,1,763,52,Ironing Board,1,18,18
20150427,10,1,770,48,Side Table,1,40,40
20150429,4,1,785,46,Safe,1,115,115
20150430,6,1,796,47,Swivel Chair,1,75,75
20150502,2,1,804,37,Bed (King),1,300,300
20150504,4,1,822,33,Towel Rack,1,10,10
20150505,9,1,827,56,Telephone,1,38,38
20150506,2,1,833,55,Television,1,200,200
20150507,7,1,841,50,Small Vase,1,33,33
20150510,8,1,861,43,Table Lamp,1,38,38
20150511,10,1,871,57,Wireless Router,1,70,70
20150514,6,1,890,37,Bed (King),1,300,300
20150514,8,1,892,48,Side Table,1,40,40
20150517,5,1,908,33,Towel Rack,1,10,10
20150520,3,1,928,33,Towel Rack,1,10,10
20150520,1,1,930,46,Safe,1,115,115
20150522,10,1,940,52,Ironing Board,1,18,18
20150522,5,1,941,56,Telephone,1,38,38
20150524,8,1,955,55,Television,1,200,200
20150525,4,1,957,40,Coffee Maker,1,119,119
20150526,4,1,972,47,Swivel Chair,1,75,75
20150527,2,1,978,53,Iron,1,20,20
20150528,6,1,982,45,Computer Desk,1,102,102
20150530,5,1,1001,37,Bed (King),1,300,300
20150530,6,1,1005,52,Ironing Board,1,18,18
20150531,6,1,1006,54,Chest of Drawers,1,150,150
20150531,10,1,1008,38,Bed (Double),1,250,250
20150531,7,1,1009,45,Computer Desk,1,102,102
20150601,4,1,1013,39,Alarm Clock,1,45,45
20150605,6,1,1052,57,Wireless Router,1,70,70
20150607,1,1,1062,55,Television,1,200,200
20150609,9,1,1069,54,Chest of Drawers,1,150,150
20150610,9,1,1079,38,Bed (Double),1,250,250
20150612,10,1,1088,37,Bed (King),1,300,300
20150613,4,1,1095,38,Bed (Double),1,250,250
20150613,3,1,1097,34,Shower Curtain,1,5,5
20150615,2,1,1108,54,Chest of Drawers,1,150,150
20150623,7,1,1166,46,Safe,1,115,115
20150624,6,1,1174,34,Shower Curtain,1,5,5
20150626,7,1,1186,46,Safe,1,115,115
20150627,7,1,1191,48,Side Table,1,40,40
20150628,10,1,1203,44,Floor Lamp,1,55,55
20150630,8,1,1215,49,Large Vase,1,27,27
20150705,6,1,1242,50,Small Vase,1,33,33
20150707,10,1,1255,53,Iron,1,20,20
20150709,9,1,1267,45,Computer Desk,1,102,102
20150709,6,1,1269,43,Table Lamp,1,38,38
20150709,1,1,1270,43,Table Lamp,1,38,38
20150710,10,1,1275,50,Small Vase,1,33,33
20150712,8,1,1301,42,Reading Chair,1,70,70
20150714,1,1,1312,39,Alarm Clock,1,45,45
20150718,2,1,1336,57,Wireless Router,1,70,70
20150718,1,1,1340,47,Swivel Chair,1,75,75
20150719,9,1,1347,35,Tissue Box,1,25,25
20150721,6,1,1356,38,Bed (Double),1,250,250
20150721,10,1,1361,54,Chest of Drawers,1,150,150
20150722,3,1,1369,50,Small Vase,1,33,33
20150727,9,1,1410,49,Large Vase,1,27,27
20150729,7,1,1415,36,Armoire,1,115,115
20150730,4,1,1422,45,Computer Desk,1,102,102
20150808,2,1,1472,38,Bed (Double),1,250,250
20150810,10,1,1482,39,Alarm Clock,1,45,45
20150810,4,1,1486,52,Ironing Board,1,18,18
20150810,6,1,1490,55,Television,1,200,200
20150812,1,1,1511,54,Chest of Drawers,1,150,150
20150813,1,1,1514,45,Computer Desk,1,102,102
20150816,5,1,1544,45,Computer Desk,1,102,102
20150821,1,1,1593,45,Computer Desk,1,102,102
20150824,7,1,1614,34,Shower Curtain,1,5,5
20150825,5,1,1626,49,Large Vase,1,27,27
20150826,8,1,1636,53,Iron,1,20,20
20150827,5,1,1641,36,Armoire,1,115,115
20150904,6,1,1689,46,Safe,1,115,115
20150905,2,1,1693,35,Tissue Box,1,25,25
20150908,3,1,1716,40,Coffee Maker,1,119,119
20150921,3,1,1796,39,Alarm Clock,1,45,45
20150926,6,1,1825,50,Small Vase,1,33,33
20150928,9,1,1836,54,Chest of Drawers,1,150,150
20150928,10,1,1839,48,Side Table,1,40,40
20150928,5,1,1841,38,Bed (Double),1,250,250
20150928,10,1,1846,43,Table Lamp,1,38,38
20151003,1,1,1871,55,Television,1,200,200
20151003,1,1,1873,55,Television,1,200,200
20151003,9,1,1877,43,Table Lamp,1,38,38
20151006,3,1,1893,45,Computer Desk,1,102,102
20151006,9,1,1896,36,Armoire,1,115,115
20151007,6,1,1902,46,Safe,1,115,115
20151009,6,1,1918,47,Swivel Chair,1,75,75
20151014,8,1,1969,38,Bed (Double),1,250,250
20151016,10,1,1973,33,Towel Rack,1,10,10
20151016,3,1,1974,55,Television,1,200,200
20151017,1,1,1981,49,Large Vase,1,27,27
20151018,4,1,1994,39,Alarm Clock,1,45,45
20151021,10,1,2005,43,Table Lamp,1,38,38
20151022,4,1,2011,35,Tissue Box,1,25,25
20151022,8,1,2014,50,Small Vase,1,33,33
20151025,7,1,2033,54,Chest of Drawers,1,150,150
20151028,2,1,2051,53,Iron,1,20,20
20151029,3,1,2054,53,Iron,1,20,20
20151030,9,1,2061,50,Small Vase,1,33,33
20151030,1,1,2062,52,Ironing Board,1,18,18
20151102,3,1,2081,38,Bed (Double),1,250,250
20151103,9,1,2087,43,Table Lamp,1,38,38
20151106,5,1,2110,54,Chest of Drawers,1,150,150
20151107,1,1,2112,52,Ironing Board,1,18,18
20151108,7,1,2119,57,Wireless Router,1,70,70
20151111,5,1,2142,52,Ironing Board,1,18,18
20151111,5,1,2144,38,Bed (Double),1,250,250
20151112,10,1,2150,37,Bed (King),1,300,300
20151114,3,1,2164,56,Telephone,1,38,38
20151119,9,1,2211,47,Swivel Chair,1,75,75
20151120,4,1,2216,35,Tissue Box,1,25,25
20151122,8,1,2233,52,Ironing Board,1,18,18
20151124,7,1,2248,46,Safe,1,115,115
20151124,4,1,2252,36,Armoire,1,115,115
20151130,10,1,2289,53,Iron,1,20,20
20151201,4,1,2298,55,Television,1,200,200
20151203,5,1,2311,40,Coffee Maker,1,119,119
20151204,1,1,2323,33,Towel Rack,1,10,10
20151205,1,1,2327,57,Wireless Router,1,70,70
20151205,1,1,2329,34,Shower Curtain,1,5,5
20151210,1,1,2358,35,Tissue Box,1,25,25
20151213,9,1,2376,36,Armoire,1,115,115
20151215,1,1,2384,50,Small Vase,1,33,33
20151219,2,1,2407,52,Ironing Board,1,18,18
20151220,9,1,2412,42,Reading Chair,1,70,70
20151220,6,1,2418,40,Coffee Maker,1,119,119
20151226,4,1,2464,40,Coffee Maker,1,119,119
20151227,4,1,2467,43,Table Lamp,1,38,38
20160102,1,1,2506,43,Table Lamp,1,38,38
20160111,10,1,2557,49,Large Vase,1,27,27
20160112,3,1,2565,34,Shower Curtain,1,5,5
20160113,10,1,2572,34,Shower Curtain,1,5,5
20160113,7,1,2576,38,Bed (Double),1,250,250
20160118,5,1,2610,49,Large Vase,1,27,27
20160120,5,1,2631,36,Armoire,1,115,115
20160120,1,1,2632,35,Tissue Box,1,25,25
20160120,5,1,2635,42,Reading Chair,1,70,70
20160122,4,1,2648,43,Table Lamp,1,38,38
20160122,8,1,2655,42,Reading Chair,1,70,70
20160124,6,1,2671,46,Safe,1,115,115
20160124,2,1,2674,43,Table Lamp,1,38,38
20160126,7,1,2684,56,Telephone,1,38,38
20160128,3,1,2694,52,Ironing Board,1,18,18
20160131,6,1,2721,52,Ironing Board,1,18,18
20160202,8,1,2733,54,Chest of Drawers,1,150,150
20160203,4,1,2741,43,Table Lamp,1,38,38
20160207,10,1,2766,56,Telephone,1,38,38
20160207,10,1,2769,42,Reading Chair,1,70,70
20160212,10,1,2790,34,Shower Curtain,1,5,5
20160214,1,1,2805,57,Wireless Router,1,70,70
20160216,7,1,2817,46,Safe,1,115,115
20160221,1,1,2846,44,Floor Lamp,1,55,55
20160222,3,1,2852,43,Table Lamp,1,38,38
20160226,2,1,2880,50,Small Vase,1,33,33
20160226,5,1,2883,34,Shower Curtain,1,5,5
20160226,1,1,2884,43,Table Lamp,1,38,38
20160305,9,1,2946,38,Bed (Double),1,250,250
20160307,8,1,2957,46,Safe,1,115,115
20160308,2,1,2963,56,Telephone,1,38,38
20160309,9,1,2975,36,Armoire,1,115,115
20160313,2,1,3014,54,Chest of Drawers,1,150,150
20160315,6,1,3033,35,Tissue Box,1,25,25
20160319,7,1,3059,35,Tissue Box,1,25,25
20160327,6,1,3110,39,Alarm Clock,1,45,45
20160402,8,1,3142,43,Table Lamp,1,38,38
20160403,1,1,3149,49,Large Vase,1,27,27
20160403,4,1,3154,52,Ironing Board,1,18,18
20160404,1,1,3163,57,Wireless Router,1,70,70
20160408,2,1,3197,55,Television,1,200,200
20160408,6,1,3201,40,Coffee Maker,1,119,119
20160413,8,1,3232,52,Ironing Board,1,18,18
20160416,1,1,3257,53,Iron,1,20,20
20160416,10,1,3259,49,Large Vase,1,27,27
20160417,1,1,3265,57,Wireless Router,1,70,70
20160418,8,1,3278,42,Reading Chair,1,70,70
20160420,9,1,3296,40,Coffee Maker,1,119,119
20160426,9,1,3335,38,Bed (Double),1,250,250
20160426,7,1,3337,39,Alarm Clock,1,45,45
20160429,10,1,3358,38,Bed (Double),1,250,250
20160430,5,1,3367,50,Small Vase,1,33,33
20160504,3,1,3396,38,Bed (Double),1,250,250
20160507,8,1,3408,33,Towel Rack,1,10,10
20160507,7,1,3411,45,Computer Desk,1,102,102
20160507,7,1,3412,37,Bed (King),1,300,300
20160511,5,1,3451,46,Safe,1,115,115
20160513,9,1,3458,49,Large Vase,1,27,27
20160513,4,1,3459,50,Small Vase,1,33,33
20160513,7,1,3460,49,Large Vase,1,27,27
20160514,8,1,3467,49,Large Vase,1,27,27
20160515,1,1,3476,43,Table Lamp,1,38,38
20160520,10,1,3515,44,Floor Lamp,1,55,55
20160522,8,1,3528,34,Shower Curtain,1,5,5
20160522,9,1,3532,55,Television,1,200,200
20160523,5,1,3535,52,Ironing Board,1,18,18
20160523,8,1,3541,42,Reading Chair,1,70,70
20160526,6,1,3563,57,Wireless Router,1,70,70
20160530,9,1,3587,47,Swivel Chair,1,75,75
20160531,8,1,3598,56,Telephone,1,38,38
20160531,10,1,3599,55,Television,1,200,200
20160601,6,1,3601,54,Chest of Drawers,1,150,150
20160601,4,1,3609,50,Small Vase,1,33,33
20160601,7,1,3612,55,Television,1,200,200
20160603,5,1,3622,47,Swivel Chair,1,75,75
20160604,6,1,3629,46,Safe,1,115,115
20160605,9,1,3642,35,Tissue Box,1,25,25
20160607,6,1,3653,50,Small Vase,1,33,33
20160609,10,1,3665,47,Swivel Chair,1,75,75
20160613,3,1,3695,43,Table Lamp,1,38,38
20160614,6,1,3707,40,Coffee Maker,1,119,119
20160615,9,1,3712,50,Small Vase,1,33,33
20160618,6,1,3725,34,Shower Curtain,1,5,5
20160621,8,1,3742,44,Floor Lamp,1,55,55
20160622,9,1,3760,34,Shower Curtain,1,5,5
20160624,10,1,3772,56,Telephone,1,38,38
20160624,8,1,3774,39,Alarm Clock,1,45,45
20160625,1,1,3786,47,Swivel Chair,1,75,75
20160626,7,1,3789,52,Ironing Board,1,18,18
20160629,9,1,3814,55,Television,1,200,200
20160702,7,1,3828,45,Computer Desk,1,102,102
20160704,9,1,3839,39,Alarm Clock,1,45,45
20160704,6,1,3844,35,Tissue Box,1,25,25
20160704,9,1,3845,52,Ironing Board,1,18,18
20160705,6,1,3848,54,Chest of Drawers,1,150,150
20160705,3,1,3850,56,Telephone,1,38,38
20160708,7,1,3869,57,Wireless Router,1,70,70
20160711,1,1,3884,49,Large Vase,1,27,27
20160715,3,1,3906,45,Computer Desk,1,102,102
20160718,1,1,3933,37,Bed (King),1,300,300
20160719,1,1,3939,35,Tissue Box,1,25,25
20160720,3,1,3945,50,Small Vase,1,33,33
20160724,5,1,3975,38,Bed (Double),1,250,250
20160724,7,1,3976,45,Computer Desk,1,102,102
20160725,6,1,3983,44,Floor Lamp,1,55,55
20160725,9,1,3984,36,Armoire,1,115,115
20160726,4,1,3992,50,Small Vase,1,33,33
20160726,1,1,3998,37,Bed (King),1,300,300
20160727,2,1,4002,48,Side Table,1,40,40
20160728,10,1,4015,35,Tissue Box,1,25,25
20160729,2,1,4019,56,Telephone,1,38,38
20160730,6,1,4023,42,Reading Chair,1,70,70
20160730,10,1,4026,43,Table Lamp,1,38,38
20160730,6,1,4030,56,Telephone,1,38,38
20160804,9,1,4052,48,Side Table,1,40,40
20160804,1,1,4053,40,Coffee Maker,1,119,119
20160809,10,1,4084,35,Tissue Box,1,25,25
20160815,5,1,4114,50,Small Vase,1,33,33
20160816,8,1,4121,34,Shower Curtain,1,5,5
20160817,4,1,4128,57,Wireless Router,1,70,70
20160819,9,1,4147,54,Chest of Drawers,1,150,150
20160823,3,1,4179,52,Ironing Board,1,18,18
20160823,4,1,4186,52,Ironing Board,1,18,18
20160824,10,1,4191,47,Swivel Chair,1,75,75
20160824,9,1,4197,49,Large Vase,1,27,27
20160826,3,1,4211,34,Shower Curtain,1,5,5
20160827,5,1,4218,56,Telephone,1,38,38
20160828,6,1,4226,57,Wireless Router,1,70,70
20160903,10,1,4259,53,Iron,1,20,20
20160904,1,1,4263,46,Safe,1,115,115
20160905,4,1,4265,46,Safe,1,115,115
20160905,8,1,4268,53,Iron,1,20,20
20160911,7,1,4307,46,Safe,1,115,115
20160916,6,1,4346,54,Chest of Drawers,1,150,150
20160916,10,1,4347,43,Table Lamp,1,38,38
20160917,7,1,4350,46,Safe,1,115,115
20160918,9,1,4357,35,Tissue Box,1,25,25
20160919,9,1,4363,49,Large Vase,1,27,27
20160920,6,1,4367,34,Shower Curtain,1,5,5
20160921,1,1,4376,49,Large Vase,1,27,27
20160923,5,1,4385,50,Small Vase,1,33,33
20161001,1,1,4434,56,Telephone,1,38,38
20161002,8,1,4440,54,Chest of Drawers,1,150,150
20161004,10,1,4446,45,Computer Desk,1,102,102
20161007,1,1,4466,33,Towel Rack,1,10,10
20161007,5,1,4472,53,Iron,1,20,20
20161008,3,1,4481,35,Tissue Box,1,25,25
20161009,3,1,4484,33,Towel Rack,1,10,10
20161010,4,1,4489,39,Alarm Clock,1,45,45
20161011,4,1,4495,34,Shower Curtain,1,5,5
20161013,2,1,4503,55,Television,1,200,200
20161018,5,1,4532,39,Alarm Clock,1,45,45
20161021,8,1,4548,37,Bed (King),1,300,300
20161021,6,1,4553,45,Computer Desk,1,102,102
20161023,1,1,4564,34,Shower Curtain,1,5,5
20161023,4,1,4565,43,Table Lamp,1,38,38
20161025,2,1,4580,56,Telephone,1,38,38
20161027,8,1,4597,44,Floor Lamp,1,55,55
20161028,5,1,4608,36,Armoire,1,115,115
20161029,4,1,4616,35,Tissue Box,1,25,25
20161030,7,1,4617,35,Tissue Box,1,25,25
20161101,8,1,4634,34,Shower Curtain,1,5,5
20161102,4,1,4639,37,Bed (King),1,300,300
20161103,2,1,4645,39,Alarm Clock,1,45,45
20161106,4,1,4669,56,Telephone,1,38,38
20161108,9,1,4678,38,Bed (Double),1,250,250
20161111,1,1,4698,42,Reading Chair,1,70,70
20161113,3,1,4709,42,Reading Chair,1,70,70
20161115,7,1,4720,45,Computer Desk,1,102,102
20161117,3,1,4733,46,Safe,1,115,115
20161118,8,1,4739,37,Bed (King),1,300,300
20161119,6,1,4745,35,Tissue Box,1,25,25
20161119,1,1,4754,39,Alarm Clock,1,45,45
20161120,3,1,4756,49,Large Vase,1,27,27
20161122,10,1,4764,35,Tissue Box,1,25,25
20161123,5,1,4770,38,Bed (Double),1,250,250
20161128,5,1,4800,34,Shower Curtain,1,5,5
20161129,5,1,4806,37,Bed (King),1,300,300
20161204,8,1,4836,44,Floor Lamp,1,55,55
20161204,10,1,4838,52,Ironing Board,1,18,18
20161204,4,1,4842,54,Chest of Drawers,1,150,150
20161204,4,1,4843,50,Small Vase,1,33,33
20161204,1,1,4848,55,Television,1,200,200
20161206,5,1,4858,39,Alarm Clock,1,45,45
20161208,10,1,4873,38,Bed (Double),1,250,250
20161209,3,1,4878,34,Shower Curtain,1,5,5
20161211,8,1,4887,52,Ironing Board,1,18,18
20161214,8,1,4904,56,Telephone,1,38,38
20161222,10,1,4950,36,Armoire,1,115,115
20161223,3,1,4952,56,Telephone,1,38,38
20161224,6,1,4964,40,Coffee Maker,1,119,119
20161226,4,1,4966,45,Computer Desk,1,102,102
20161229,5,1,4983,42,Reading Chair,1,70,70
20161230,7,1,4994,56,Telephone,1,38,38
